### channel=id33-transformer-recipe-repair seq=29
### host=login4
### started=2026-09-06T12:14:27+0800
### ---------- output ----------
=== STAMP ===
2026-09-06T12:14:28+0800
3.11.13 | packaged by conda-forge | (main, Jun  4 2025, 14:48:23) [GCC 13.3.0]
=== A. ID30 BASELINE PATHS (read-only) ===
=== B. WIDE PER-BASIN TABLE ===
# T1 /data1/home/sunyiq/id33_transformer_recipe_repair_20260904/repo/results/33_transformer_recipe_repair/T1/transformer_recipe_repair_T1_2026_0905_2127_ep30/validation/model_epoch030/validation_metrics.csv 531
# T2 /data1/home/sunyiq/id33_transformer_recipe_repair_20260904/repo/results/33_transformer_recipe_repair/T2/transformer_recipe_repair_T2_2026_0905_2127_ep30/validation/model_epoch030/validation_metrics.csv 531
# T3 /data1/home/sunyiq/id33_transformer_recipe_repair_20260904/repo/results/33_transformer_recipe_repair/T3/transformer_recipe_repair_T3_2026_0905_2127_ep30/validation/model_epoch030/validation_metrics.csv 531
# T4 /data1/home/sunyiq/id33_transformer_recipe_repair_20260904/repo/results/33_transformer_recipe_repair/T4/transformer_recipe_repair_T4_2026_0905_2132_ep30/validation/model_epoch030/validation_metrics.csv 531
# T5 /data1/home/sunyiq/id33_transformer_recipe_repair_20260904/repo/results/33_transformer_recipe_repair/T5/transformer_recipe_repair_T5_2026_0905_2132_ep30/validation/model_epoch030/validation_metrics.csv 531
# L33 /data1/home/sunyiq/id33_transformer_recipe_repair_20260904/repo/results/33_transformer_recipe_repair/L33/transformer_recipe_repair_L33_2026_0905_2132_ep30/validation/model_epoch030/validation_metrics.csv 531
# D01 /data1/home/sunyiq/id30_modern_transformer_moe_20260827/repo/results/30_modern_transformer_moe/D01/modern_transformer_moe_D01_dense_d128_l4_s100_2026_0827_1955_ep30/validation/model_epoch030/validation_metrics.csv 531
# B01 /data1/home/sunyiq/id30_modern_transformer_moe_20260827/repo/results/30_modern_transformer_moe/B01/modern_transformer_moe_B01_lstm_s100_2026_0827_1820_ep30/validation/model_epoch030/validation_metrics.csv 531
basin,T1,T2,T3,T4,T5,L33,D01,B01
01142500,0.7624188661575317,0.6235820055007935,0.7059631943702698,0.7435787916183472,0.650368332862854,0.756461501121521,0.6514238119125366,0.7293184399604797
01144000,0.8523383140563965,0.8271163702011108,0.8144910931587219,0.8001887798309326,0.8106294870376587,0.7594287395477295,0.7727954387664795,0.7774074673652649
01162500,0.60872483253479,0.5769245624542236,0.7261428833007812,0.6169687509536743,0.7016347646713257,0.7511016130447388,0.6715338230133057,0.6755997538566589
01169000,0.7690096497535706,0.7221428155899048,0.6992322206497192,0.6636643409729004,0.6656332015991211,0.5314263105392456,0.6727839112281799,0.6090052723884583
01170100,0.7817699909210205,0.7347910404205322,0.7295615673065186,0.7290430665016174,0.6983803510665894,0.7224723100662231,0.6928758025169373,0.5861752033233643
01181000,0.6460496187210083,0.6699239015579224,0.6585644483566284,0.6152551174163818,0.6280233860015869,0.6763673424720764,0.508586049079895,0.6057347059249878
01187300,0.7413229942321777,0.7891150712966919,0.8241583108901978,0.7646657228469849,0.8255211114883423,0.7507810592651367,0.767540693283081,0.7271395325660706
01195100,0.6640770435333252,0.7295554280281067,0.6699205636978149,0.7073878049850464,0.7276647090911865,0.658528208732605,0.6519050598144531,0.6821048259735107
01333000,0.5476513504981995,0.5342261791229248,0.5270863771438599,0.42652827501296997,0.5711885690689087,0.5098904371261597,0.5159785151481628,0.4089123010635376
01350000,0.8079265356063843,0.7001292705535889,0.7569028735160828,0.7879226207733154,0.5921630859375,0.6740504503250122,0.7067738771438599,0.6099688410758972
01350080,0.6474081873893738,0.6157131195068359,0.7361507415771484,0.7429569959640503,0.6574931740760803,0.7845725417137146,0.6756412982940674,0.4786112904548645
01350140,0.6259174346923828,0.5495924949645996,0.6127641797065735,0.7128658294677734,0.6891487836837769,0.449552059173584,0.670135498046875,0.5569972991943359
01365000,0.7943417429924011,0.7093669176101685,0.741851806640625,0.7114440202713013,0.7716153860092163,0.759868323802948,0.7626078128814697,0.7165456414222717
01411300,0.49908363819122314,0.7284060120582581,0.7069531679153442,0.7586824893951416,0.5392711162567139,0.7463641166687012,0.4733734726905823,0.6610767841339111
01413500,0.6286089420318604,0.5607157945632935,0.7044166326522827,0.6983417272567749,0.497425377368927,0.7085456848144531,0.6641798615455627,0.3961257338523865
01414500,0.6292444467544556,0.5354464650154114,0.5558667182922363,0.521854043006897,0.5570864677429199,0.5047715902328491,0.6349490284919739,0.5449645519256592
01415000,0.5435265302658081,0.525276780128479,0.6112819314002991,0.59255051612854,0.5916625261306763,0.7099028825759888,0.6547213792800903,0.5097149610519409
01423000,0.6664410829544067,0.6616812348365784,0.6336749792098999,0.7500971555709839,0.6672002077102661,0.6732485294342041,0.7287949323654175,0.6346964836120605
01434025,0.6599472761154175,0.5849880576133728,0.6217688322067261,0.5089672803878784,0.4740936756134033,0.635816216468811,0.5711642503738403,0.5326998233795166
01435000,0.7286263108253479,0.6274257898330688,0.6818336248397827,0.6714236736297607,0.7301913499832153,0.6478796005249023,0.7197687029838562,0.6709180474281311
01439500,0.6043593287467957,0.7051271200180054,0.6912610530853271,0.7693606019020081,0.7857659459114075,0.7014344930648804,0.697412371635437,0.684407651424408
01440000,0.7555618286132812,0.8271304965019226,0.8173441290855408,0.7588230967521667,0.7333471775054932,0.8149646520614624,0.7255163788795471,0.7360211610794067
01440400,0.6469975709915161,0.6177705526351929,0.6770199537277222,0.7056273818016052,0.7083171606063843,0.6380647420883179,0.6769113540649414,0.6489830613136292
01451800,0.6825887560844421,0.6928235292434692,0.6795566082000732,0.7199240326881409,0.7239041328430176,0.7189735770225525,0.7574974298477173,0.7819777727127075
01466500,0.7852082848548889,0.7895507216453552,0.695421040058136,0.7206922769546509,0.8117344379425049,0.8803722858428955,0.7347357273101807,0.7753135561943054
01484100,0.6957184672355652,0.7144926190376282,0.684450626373291,0.8044608235359192,0.8216049671173096,0.6651890277862549,0.7861061096191406,0.733830451965332
01487000,0.7730708122253418,0.851027250289917,0.8050057291984558,0.9164332747459412,0.831275224685669,0.9074186086654663,0.8582863807678223,0.8962512612342834
01491000,0.7369463443756104,0.7232645750045776,0.817627489566803,0.8813810348510742,0.9220333099365234,0.8392302989959717,0.8260480165481567,0.8636871576309204
01510000,0.7273510694503784,0.724403440952301,0.8248046636581421,0.7558436989784241,0.6577205061912537,0.7690806984901428,0.7519935965538025,0.7921327352523804
01516500,0.5951069593429565,0.5378841161727905,0.5948970317840576,0.6656395196914673,0.5830016136169434,0.7169966697692871,0.5825942754745483,0.6908385753631592
01518862,0.6445221900939941,0.7237719297409058,0.6208629608154297,0.6614360809326172,0.7352100610733032,0.70014488697052,0.6591105461120605,0.7155857682228088
01532000,0.700950562953949,0.6683473587036133,0.6566363573074341,0.7227213382720947,0.6956887245178223,0.7930403351783752,0.7051888704299927,0.7015331387519836
01539000,0.8036961555480957,0.7398561239242554,0.7771276235580444,0.8572221994400024,0.8528975248336792,0.8211135864257812,0.8154523968696594,0.8235998749732971
01542810,0.7962634563446045,0.7765699028968811,0.7706919312477112,0.7895301580429077,0.829613983631134,0.7658585906028748,0.747755765914917,0.8308913707733154
01543000,0.8718407154083252,0.850124716758728,0.8289440870285034,0.8539752960205078,0.8901515007019043,0.7933644652366638,0.8084326982498169,0.8900660276412964
01543500,0.8662829399108887,0.8647421002388,0.8163338303565979,0.8825942277908325,0.8917375206947327,0.8806877732276917,0.8241618871688843,0.8966276049613953
01544500,0.8586993217468262,0.8609344959259033,0.7925942540168762,0.7983238101005554,0.8843773603439331,0.7665450572967529,0.8161360025405884,0.8252019286155701
01545600,0.8200972676277161,0.8003005981445312,0.7529489994049072,0.7991799712181091,0.8265670537948608,0.7975509166717529,0.7236548662185669,0.8283064365386963
01547700,0.6515471935272217,0.5969514846801758,0.6701165437698364,0.7498142719268799,0.7339818477630615,0.6761360168457031,0.7504290342330933,0.5602144598960876
01548500,0.8440005779266357,0.8634241819381714,0.7950010299682617,0.8533443808555603,0.8942348957061768,0.8456019163131714,0.8605377674102783,0.9135624170303345
01549500,0.7508795261383057,0.6473743915557861,0.7082626819610596,0.7822626829147339,0.7328119277954102,0.7653025984764099,0.7319736480712891,0.6926563382148743
01550000,0.7742133140563965,0.7131960391998291,0.7373799681663513,0.7896442413330078,0.7833492755889893,0.7956954836845398,0.7731881737709045,0.7082264423370361
01552000,0.7586621046066284,0.7600120306015015,0.725523829460144,0.8191267848014832,0.7440584897994995,0.8455466032028198,0.7728921175003052,0.7467228174209595
01552500,0.6450003385543823,0.5554186105728149,0.6193130016326904,0.7593517899513245,0.6283906698226929,0.6990385055541992,0.6541620492935181,0.6154125332832336
01557500,0.8452749252319336,0.8214346766471863,0.7851760983467102,0.8654655814170837,0.8200943470001221,0.824637234210968,0.8427774906158447,0.8135926723480225
01567500,0.7008628845214844,0.7661902904510498,0.7576567530632019,0.7528887391090393,0.7476035356521606,0.7790225744247437,0.770907998085022,0.7564337849617004
01568000,0.8357650637626648,0.8459915518760681,0.8366798758506775,0.866227388381958,0.8570283651351929,0.8474922180175781,0.8161042928695679,0.8449398875236511
01580000,0.6257939338684082,0.647071361541748,0.5955569744110107,0.7075009346008301,0.7245442867279053,0.6219571232795715,0.624234676361084,0.6278749704360962
01583500,0.6220378875732422,0.5244791507720947,0.5663077235221863,0.487687885761261,0.5041875243186951,0.5024028420448303,0.46213120222091675,0.45519840717315674
01586610,0.5370648503303528,0.6233687400817871,0.6573141813278198,0.6907184720039368,0.6652767658233643,0.604332447052002,0.5878515839576721,0.604211688041687
01591400,0.3488340973854065,0.21570485830307007,0.39488476514816284,0.43449240922927856,0.43459099531173706,0.5216448307037354,0.3499087691307068,0.27411752939224243
01594950,0.7443764209747314,0.7881119251251221,0.7846827507019043,0.7134121656417847,0.7623429298400879,0.7261667251586914,0.7626765966415405,0.7189598083496094
01596500,0.7507025599479675,0.7666202783584595,0.7497137784957886,0.8230463862419128,0.7489859461784363,0.8081296682357788,0.7962148189544678,0.8182353377342224
01605500,0.5751206874847412,0.696817934513092,0.6664931774139404,0.727484941482544,0.6788896918296814,0.6376059055328369,0.5975749492645264,0.7614690661430359
01606500,0.7719054818153381,0.7369031310081482,0.7735530734062195,0.7929127216339111,0.7441199421882629,0.7684946656227112,0.7376499176025391,0.754051923751831
01632000,0.44630587100982666,0.5126006603240967,0.5046250820159912,0.4527904987335205,0.5019591450691223,0.46068239212036133,0.477830708026886,0.5271586179733276
01632900,0.46482157707214355,0.553525447845459,0.2430458664894104,0.5283862352371216,0.6843054294586182,0.27814507484436035,0.366025447845459,0.654259204864502
01634500,0.6628201007843018,0.6155332922935486,0.6038931608200073,0.6192563772201538,0.5977897047996521,0.424625039100647,0.576485276222229,0.6499122381210327
01638480,0.44985371828079224,0.5919581651687622,0.4498724937438965,0.46828317642211914,0.6372259855270386,0.36154574155807495,0.6842920780181885,0.7501652240753174
01639500,0.5823423862457275,0.7765703201293945,0.6736673712730408,0.7264772653579712,0.7245771884918213,0.6486040353775024,0.6577887535095215,0.7319775819778442
01644000,0.7931944727897644,0.8575741052627563,0.8529201745986938,0.8684767484664917,0.8107447028160095,0.9117813110351562,0.8216015100479126,0.8969058990478516
01664000,0.7872921824455261,0.8170998096466064,0.816811740398407,0.8312774896621704,0.8585070371627808,0.774020791053772,0.8603869080543518,0.8660026788711548
01666500,0.4595797657966614,0.7652996182441711,0.7713724374771118,0.6077821254730225,0.3489384055137634,0.560862123966217,0.31950289011001587,0.7493541240692139
01667500,0.6951055526733398,0.8183510899543762,0.8377785682678223,0.794453501701355,0.7427540421485901,0.7070727348327637,0.28608888387680054,0.7610468864440918
01669000,0.7457904815673828,0.7997720837593079,0.7330507040023804,0.7792925238609314,0.8462238311767578,0.7041531801223755,0.8179875612258911,0.7779813408851624
01669520,0.7495163083076477,0.8053860664367676,0.6896117329597473,0.8225676417350769,0.7516589164733887,0.6648585796356201,0.8024131655693054,0.7732900381088257
02011400,0.8051934242248535,0.90779048204422,0.8714550137519836,0.8969034552574158,0.9120101928710938,0.8825424313545227,0.8174630403518677,0.8935015797615051
02013000,0.7982125878334045,0.7775967121124268,0.801913857460022,0.8852214813232422,0.7710724472999573,0.9125264883041382,0.8277345299720764,0.847008228302002
02014000,0.8742505311965942,0.8086928129196167,0.8308287262916565,0.8410772681236267,0.8276705741882324,0.8904271721839905,0.8363208174705505,0.8849219679832458
02015700,0.5946750640869141,0.767160952091217,0.6174564957618713,0.7684541344642639,0.766078531742096,0.7713926434516907,0.6473830938339233,0.7989704012870789
02016000,0.772320032119751,0.8454316854476929,0.8265019059181213,0.838619589805603,0.8377301692962646,0.8316665887832642,0.8171302080154419,0.8288180232048035
02017500,0.6943502426147461,0.7010499238967896,0.7083742618560791,0.7527555227279663,0.6952019333839417,0.7872023582458496,0.7308920621871948,0.7430250644683838
02018000,0.7561342120170593,0.8656311631202698,0.7846830487251282,0.8214884400367737,0.792421817779541,0.8249447345733643,0.7655900120735168,0.7886013984680176
02027000,0.6163954734802246,0.6823015213012695,0.654374897480011,0.7427330017089844,0.6590107679367065,0.7565288543701172,0.6808342933654785,0.744756817817688
02027500,0.655093252658844,0.6617066860198975,0.4400867223739624,0.7476752400398254,0.7134320735931396,0.7719751596450806,0.6159933805465698,0.6223134994506836
02028500,0.7417374849319458,0.6537783145904541,0.7779922485351562,0.738694429397583,0.7414684891700745,0.7692749500274658,0.6862182021141052,0.6639142036437988
02038850,0.7140599489212036,0.7118897438049316,0.6740972995758057,0.6619827151298523,0.6914249658584595,0.5987359881401062,0.6697571277618408,0.6692565679550171
02046000,0.7586012482643127,0.7325711250305176,0.784110426902771,0.722009539604187,0.8106955885887146,0.64628005027771,0.69310063123703,0.7606922388076782
02051500,0.7225236296653748,0.7658556699752808,0.803486704826355,0.833448052406311,0.7460107803344727,0.6877777576446533,0.7931047677993774,0.8196274042129517
02053200,0.7677381634712219,0.7908022403717041,0.7196338772773743,0.8157334327697754,0.7835286259651184,0.7163869738578796,0.7547425031661987,0.7939275503158569
02053800,0.8379683494567871,0.8382686972618103,0.7706916332244873,0.7889257669448853,0.8389575481414795,0.8028512001037598,0.8132794499397278,0.7753211259841919
02055100,0.6138225793838501,0.5567601919174194,0.554364800453186,0.6239115595817566,0.6305019855499268,0.65422523021698,0.5454363822937012,0.6732905507087708
02056900,0.7509371638298035,0.7987382411956787,0.7308269739151001,0.6717391014099121,0.7808789014816284,0.7313995957374573,0.7651863098144531,0.7288342714309692
02059500,0.6554397344589233,0.6235743761062622,0.5226655006408691,0.7014309167861938,0.7090858817100525,0.7222779989242554,0.6486281156539917,0.6911494731903076
02064000,0.8451387882232666,0.8847953081130981,0.8817415237426758,0.8557307720184326,0.8018275499343872,0.6691064834594727,0.5243434906005859,0.8528887033462524
02065500,0.23868197202682495,0.48721057176589966,0.40465402603149414,0.4169343113899231,0.3991295099258423,0.2395014762878418,0.07867604494094849,0.26292067766189575
02069700,0.47676289081573486,0.6308062076568604,0.41571640968322754,0.5672593116760254,0.46929681301116943,0.5063002109527588,0.5554736852645874,0.6240423321723938
02070000,0.6144813299179077,0.6104135513305664,0.575249195098877,0.5802254676818848,0.5817370414733887,0.5539563894271851,0.6366236209869385,0.6281535625457764
02074500,0.4488282799720764,0.5165302753448486,0.40505874156951904,0.569469690322876,0.6253710389137268,0.47466152906417847,0.6059622764587402,0.47428470849990845
02077200,0.6964167356491089,0.6183376908302307,0.6419270038604736,0.6292567849159241,0.5853735208511353,0.5983361601829529,0.6421751976013184,0.7208225727081299
02081500,0.593705415725708,0.7592315673828125,0.6524960994720459,0.6697549819946289,0.6841353178024292,0.04307353496551514,0.5888700485229492,0.7435902953147888
02082950,0.7968941926956177,0.7502701878547668,0.6565914750099182,0.8066709041595459,0.7659511566162109,0.7654702663421631,0.7824214696884155,0.8281964063644409
02092500,0.8346700072288513,0.8343794941902161,0.8022573590278625,0.7890377640724182,0.9262658953666687,0.7280365824699402,0.8438031673431396,0.9352080225944519
02096846,0.36320680379867554,0.5246928334236145,0.3788887858390808,0.4219614267349243,0.43866318464279175,0.3491307497024536,0.37041252851486206,0.4105476140975952
02102908,0.7199777960777283,0.7833124995231628,0.7347288131713867,0.6499801874160767,0.5486035346984863,0.5608929395675659,0.6129748821258545,0.6857208013534546
02108000,0.7992241978645325,0.7407530546188354,0.8296032547950745,0.8382123112678528,0.8034248948097229,0.8305650949478149,0.8602003455162048,0.8218384981155396
02111180,0.5513721108436584,0.5592923164367676,0.48892688751220703,0.5221184492111206,0.571102499961853,0.533308744430542,0.6528388261795044,0.6325283050537109
02111500,0.46794116497039795,0.5659188032150269,0.5418151617050171,0.568885326385498,0.550753116607666,0.5409067869186401,0.5724129676818848,0.5450681447982788
02112120,0.3829762935638428,0.6212693452835083,0.47221994400024414,0.4748609662055969,0.6156511306762695,0.5799459218978882,0.4862021207809448,0.5207290649414062
02112360,0.5005017518997192,0.739769458770752,0.6743758916854858,0.680493175983429,0.7480549812316895,0.5463614463806152,0.6979227066040039,0.6894487142562866
02118500,0.5269172787666321,0.5606402158737183,0.5441584587097168,0.522460401058197,0.5182321071624756,0.5034785270690918,0.5518205165863037,0.5674050450325012
02125000,0.768778920173645,0.8345882296562195,0.7740386724472046,0.8175089955329895,0.739875316619873,0.8613286018371582,0.6419816017150879,0.9003745317459106
02128000,0.6278959512710571,0.6531394720077515,0.7679091691970825,0.702292799949646,0.5890318155288696,0.8320822715759277,0.5321828126907349,0.6988868713378906
02137727,0.6277120113372803,0.6198341846466064,0.7019056081771851,0.7878333926200867,0.6763139963150024,0.7821156978607178,0.6609638929367065,0.6441066265106201
02140991,0.6768038868904114,0.7069747447967529,0.6351871490478516,0.44049668312072754,0.7124093770980835,0.20987015962600708,0.7164853811264038,0.7264856100082397
02143000,0.6890201568603516,0.7317323088645935,0.6825053691864014,0.6531420946121216,0.7494024038314819,0.7474822998046875,0.6479553580284119,0.7123855352401733
02143040,0.4590020775794983,0.572729766368866,0.4171680808067322,0.6092581152915955,0.5644477009773254,0.5886212587356567,0.47485703229904175,0.5991829633712769
02149000,0.6008884906768799,0.6826869249343872,0.6881084442138672,0.6549708843231201,0.7309232950210571,0.636630117893219,0.6860113739967346,0.6670153737068176
02152100,0.585914134979248,0.6017422676086426,0.5885750651359558,0.5613009929656982,0.6109051704406738,0.6584912538528442,0.5609457492828369,0.6499000787734985
02177000,0.5411899089813232,0.6460801362991333,0.5964337587356567,0.7797253727912903,0.6983766555786133,0.7704885005950928,0.4332156777381897,0.7665807008743286
02178400,0.7660192251205444,0.6871356964111328,0.6767334342002869,0.754760205745697,0.7719799876213074,0.7356132864952087,0.7307407855987549,0.7535160779953003
02193340,0.8154798150062561,0.8299505710601807,0.8345596194267273,0.5170311331748962,0.7792114019393921,0.8259800672531128,0.822735607624054,0.8348100185394287
02196000,0.7473512887954712,0.8670145869255066,0.8297344446182251,0.80280601978302,0.9221885204315186,0.7415201663970947,0.8581095933914185,0.855110228061676
02198100,0.47018635272979736,0.6079144477844238,0.5667064189910889,0.5940625667572021,0.6168370842933655,0.4349290132522583,0.6799346208572388,0.6227439045906067
02202600,0.8426064252853394,0.6894505023956299,0.8443796634674072,0.9108756184577942,0.898108959197998,0.7329024076461792,0.8925607204437256,0.8138434290885925
02212600,0.7244852781295776,0.6719149351119995,0.643845796585083,0.7472972869873047,0.5983360409736633,0.6078993678092957,0.5931441783905029,0.7801348567008972
02215100,0.3239511251449585,0.8375829458236694,0.6903486251831055,0.7371175289154053,0.7648707628250122,0.8266549110412598,0.8147719502449036,0.5766243934631348
02216180,0.5438212156295776,0.6928059458732605,0.6375625133514404,0.7055153846740723,0.5453792810440063,0.6757050156593323,0.6640607118606567,0.7351455688476562
02221525,0.1265069842338562,0.5864570140838623,0.4053713083267212,0.5624290704727173,0.6971861124038696,0.5512441396713257,0.5397238731384277,0.5792018175125122
02231000,0.879702627658844,0.8881361484527588,0.8398162126541138,0.9483820796012878,0.9725844264030457,0.8332474231719971,0.892890214920044,0.8910931944847107
02245500,0.27144503593444824,0.5526257753372192,0.11423170566558838,0.19923800230026245,0.4783569574356079,0.5528699159622192,0.36736810207366943,0.44944196939468384
02246000,0.7049148082733154,0.804176390171051,0.7661271095275879,0.8100285530090332,0.7514302730560303,0.7740883827209473,0.8480584025382996,0.850104033946991
02296500,0.4616468548774719,0.25797587633132935,0.16831952333450317,0.516294002532959,0.6873953938484192,0.45499902963638306,0.15087294578552246,0.29899781942367554
02297155,-12.540743827819824,-8.163479804992676,-15.74260139465332,-8.328205108642578,-10.044733047485352,-1.8011691570281982,-8.024002075195312,-11.31335735321045
02297310,-2.4907755851745605,-1.5890038013458252,-2.7117908000946045,-2.9475088119506836,-1.0120227336883545,-0.28315842151641846,-1.330195665359497,-0.9082702398300171
02298123,0.5395321846008301,0.6431570053100586,0.6985839605331421,0.6466703414916992,0.760723352432251,0.7514868974685669,0.6322453022003174,0.7912572026252747
02298608,0.405076801776886,0.17780518531799316,0.17303436994552612,-0.4152700901031494,0.2530497908592224,0.20914620161056519,0.3306922912597656,0.16213244199752808
02299950,0.47791075706481934,0.5324995517730713,0.5882447957992554,0.21761387586593628,0.46711790561676025,0.3348764181137085,0.3477397561073303,0.6429960131645203
02300700,-0.15069735050201416,-0.14324438571929932,0.05970728397369385,-0.2824134826660156,0.0386737585067749,-0.4290264844894409,-0.14904987812042236,0.03891056776046753
02342933,0.46160465478897095,0.5063788294792175,0.47628748416900635,0.5224844217300415,0.397979199886322,0.41696667671203613,0.3328934907913208,0.5506622791290283
02349900,-0.7684640884399414,0.728665828704834,0.3518367409706116,0.38921236991882324,0.4920998215675354,-1.1673097610473633,0.611836850643158,0.3213680386543274
02350900,0.7306316494941711,0.8430353403091431,0.8558264374732971,0.9076072573661804,0.8656965494155884,0.8123013377189636,0.8056814074516296,0.8579439520835876
02361000,0.7208019495010376,0.6157143115997314,0.4983746409416199,0.6179472208023071,0.348200261592865,0.8168924450874329,0.784155011177063,0.833669900894165
02363000,0.7440606355667114,0.6772185564041138,0.7764255404472351,0.7673816680908203,0.7804163694381714,0.6771013140678406,0.7032190561294556,0.673509955406189
02369800,0.6992130279541016,0.6764922142028809,0.6061481833457947,0.73879075050354,0.6785249710083008,0.7071726322174072,0.536652684211731,0.7637230753898621
02371500,0.38216859102249146,0.44789981842041016,0.5710241198539734,0.5468564033508301,0.5663877725601196,0.500267744064331,0.6041096448898315,0.5193034410476685
02372250,0.3401399254798889,-0.17794263362884521,-0.03727436065673828,-0.2189418077468872,-0.10520946979522705,-0.6090576648712158,0.6583062410354614,-0.019083261489868164
02374500,0.3651941418647766,0.27910393476486206,0.18256688117980957,0.44880419969558716,0.3633353114128113,0.29300373792648315,0.4069594740867615,0.5065710544586182
02381600,0.31856483221054077,0.2391679883003235,0.06397843360900879,0.2766013741493225,0.3567424416542053,0.4614822268486023,0.38000988960266113,0.266198992729187
02384540,0.6423653960227966,0.6204921007156372,0.3951818346977234,0.3490121364593506,0.586804986000061,0.5677493810653687,0.687015175819397,0.5311245918273926
02395120,-1.7320334911346436,0.48928147554397583,-1.0318284034729004,0.23303717374801636,0.30874693393707275,0.2720639109611511,-0.37763798236846924,0.36252927780151367
02415000,0.5250537395477295,0.42801517248153687,0.6225965023040771,0.7267427444458008,0.607633650302887,0.5414602756500244,0.7020788192749023,0.725914478302002
02427250,0.6745649576187134,0.4059513807296753,0.6013390421867371,0.6567634344100952,0.7306504249572754,-0.6331337690353394,0.7673446536064148,0.6422654986381531
02430085,0.7010084986686707,0.7310020923614502,0.735795795917511,0.7396314740180969,0.7329705357551575,0.5500650405883789,0.7025240659713745,0.7457553148269653
