station_id,slp_dg_uav,ele_mt_sav,ele_mt_smn,ele_mt_smx,urb_pc_use,dor_pc_pva,cly_pc_uav,snd_pc_uav,kar_pc_use,swc_pc_syr,gwt_cm_sav,ari_ix_uav,for_pc_use,hand_p50_m,gageii_Hydro_STRAHLER_MAX,gageii_Hydro_MAINSTEM_SINUOUSITY,gageii_Hydro_STREAMS_KM_SQ_KM
1068910,7.780437748,161.0,67.0,296.0,2.88164361,426.0,1.728986166,18.15435474,0.0,86.0,289.0,36.02054513,25.07029941,13.599998474121094,4,2.08320439029782,0.969515250043455
1069500,24.56056039,136.2529081,60.54317181,294.1811474,4.723184689,231.871295,5.667821627,58.56749015,0.0,85.50384286,250.371716,117.1349803,87.85123522,10.70001220703125,5,1.35291692224391,0.988698501702748
1072800,16.42504167,157.0,44.0,392.0,5.47501389,0.0,3.285008334,33.94508612,0.0,85.0,304.0,65.70016668,54.20263751,12.800003051757812,4,1.50675278618844,0.691587666408832
1073000,23.1792955,115.7057429,46.1367901,301.6728961,0.858492426,12.76462397,5.150954556,54.08502283,0.0,84.24935669,290.6773088,97.86813656,84.99075017,8.799999237060547,3,1.27377756922107,0.99507546711653
1073319,17.7853578,152.497828,63.47177977,311.6903015,0.0,0.0,3.55707156,37.94209664,0.0,84.86107089,386.6903015,66.99151438,59.284526,15.399993896484377,4,1.37911690904302,0.961860894171617
1073500,26.3628552,106.8036837,41.04757747,278.6437354,0.976402045,14.96706288,5.858412267,61.51332881,0.0,84.2192398,264.8697127,111.3098331,96.66380241,10.89999771118164,5,2.29802426834713,0.946912938773275
1073587,11.31424177,59.0,11.0,157.0,3.327718167,0.0,4.658805434,40.59816164,0.0,84.0,96.0,75.87197421,66.55436334,9.300003051757812,3,1.42940494293296,0.638401010714308
1075000,131.126393,717.9714154,311.8104293,1423.290099,0.0,0.0,5.827839687,59.24970349,0.0,94.56029046,418.2119324,169.0073509,96.15935484,80.5999755859375,4,1.09921245317289,0.476750190367409
1076000,72.73376206,461.6360774,164.5080928,1179.11638,0.0,0.0,6.688162029,46.8171342,20.90050634,89.25152508,304.9367355,107.8466127,82.76600511,55.899993896484375,5,1.44045483769993,0.791317505977306
1077400,33.77761049,377.0,178.0,775.0,0.0,0.0,3.142103301,22.38748602,0.0,88.0,354.0,48.30983826,37.3124767,44.30000305175781,3,1.14577589586277,0.673694503613304
1078000,39.63882084,369.0,114.0,858.0,0.0,0.0,4.080466851,33.80958248,0.0,87.0,321.0,70.53378414,58.29238358,39.600006103515625,4,1.84825352580689,0.932023594714654
1081000,38.94467342,225.4862936,149.5932361,605.6376065,0.90569008,145.3342824,7.245520636,52.53002461,0.0,86.4372441,233.2230073,109.5884996,68.83244605,18.39999389648437,5,1.55820739990728,0.596623491023175
1081500,71.93006617,380.5294026,169.2653016,892.900965,0.959067549,98.19724148,7.672540391,55.62591784,2.877202647,88.40523804,307.5276562,125.6378489,87.27514695,34.100006103515625,6,1.25503057991145,0.68917627756352
1085500,48.32308677,330.7746512,189.5390858,671.7871652,0.0,57.03469219,5.917112666,61.14349755,0.0,86.98336993,379.9106563,120.3146242,97.63235899,21.79998779296875,6,1.99149328057556,0.968209662290211
1086000,61.94285807,296.7058469,150.7967369,693.5308653,0.0,0.0,6.993548491,59.94470135,0.0,85.87596634,333.9011522,117.891246,98.90875723,26.80000305175781,4,1.36772989308287,0.880997943794247
1089500,31.33985737,252.4000489,153.9827137,524.6437905,0.0,0.0,6.115094121,44.33443237,0.0,86.32919471,305.3762762,91.72641181,74.90990298,20.80000305175781,4,1.51950940592233,0.765623050767617
1091000,45.01037266,238.9802745,116.2870243,509.8866684,0.0,0.0,7.001613525,62.01429122,0.0,85.54837425,362.9987034,119.0274299,100.0230504,22.80000305175781,4,2.77353119897485,0.865367292062389
1092000,60.82201237,315.3823549,148.5503381,717.803123,1.99416434,75.18296576,6.97957519,58.82784803,1.99416434,86.98953615,317.0344133,123.6381891,93.72572398,25.70001220703125,7,1.29652208156374,0.779052286968007
1093852,40.40322463,308.2700411,118.3515395,653.1792965,0.0,0.0,4.947333628,51.9470031,0.0,87.32246688,472.6449338,103.0694506,81.63100487,23.199996948242188,4,1.37822619925686,0.660354655757449
1094000,40.89942587,250.9237693,92.09817956,554.035439,4.755747194,0.0,4.755747194,59.92241464,0.0,86.25957599,424.5455431,115.0890821,93.212645,17.699996948242188,4,1.62572525601761,0.756517913450445
1094400,19.4334938,297.0,131.0,525.0,4.982947129,0.0,2.989768277,30.8942722,0.0,88.0,448.0,62.28683911,44.34822945,21.0,3,1.62255136199158,0.668009342762759
1094500,30.87422711,244.0992332,107.0293401,473.339095,18.86758324,0.0,5.145704519,54.02989745,0.0,87.17342552,420.3097549,105.4869426,74.61271552,16.5,4,1.59668372461183,0.730205930836704
1095220,3.875583481,253.0,120.0,585.0,0.911901995,84.0,0.683926497,7.181228214,0.0,88.0,425.0,14.47644418,10.6008607,16.400009155273438,3,1.19851925571807,1.01843997714558
1095375,10.91046183,253.0,120.0,585.0,2.567167489,84.0,1.925375617,20.21644398,0.0,88.0,425.0,40.7537839,29.84332207,16.600006103515625,3,1.38946689949274,0.911931307670071
1096000,16.36780121,187.0,68.0,456.0,0.0,0.0,2.55746894,33.24709621,0.0,86.0,383.0,60.86776076,51.14937879,14.29999542236328,4,1.447744741344,0.962276410930848
1096500,31.88225553,195.0221828,89.92460577,412.5328372,11.95584582,217.9222193,5.977922911,62.76819057,0.0,86.4937792,362.7139245,121.5510992,91.66148464,14.10000228881836,5,2.6212336329712,0.844625697688777
1097000,21.40824405,112.8023128,59.8792099,212.6924116,26.95852954,0.0,3.964489639,51.5383653,0.0,85.40660083,252.9785598,93.56195547,72.94660935,8.60000228881836,4,1.54123576560333,0.800677158819603
1097300,0.50591417,77.0,37.0,135.0,1.037124048,0.0,0.101182834,1.745403886,0.0,84.0,96.0,2.883710768,2.428388015,9.60000228881836,3,1.19638885944228,0.543576662196568
1098530,21.58143135,94.2385038,48.69540152,184.6299474,49.73112442,229.0207504,3.753292409,62.86764785,0.0,84.76085564,157.6941204,110.7221261,76.00417128,9.599998474121094,4,1.56119870805307,0.740212600466684
1099500,20.59623932,85.76898625,44.40333227,171.9569876,40.25628594,88.99803111,4.680963482,62.72491066,0.0,84.54352598,153.4271269,108.5983528,77.7039938,8.60000228881836,5,1.50978996042234,0.769884115073732
1100505,2.100019987,74.0,16.0,175.0,3.818218158,0.0,0.47727727,6.395515414,0.0,84.0,127.0,10.7864663,6.968248138,10.79999542236328,3,1.1588059208336,0.686741414183831
1100561,6.499997764,74.0,16.0,175.0,11.81817775,0.0,1.477272219,19.79544774,0.0,84.0,127.0,33.38635215,21.5681744,10.599998474121094,4,1.36059835073685,0.767142732603315
1100600,1.024022046,47.0,12.0,98.0,5.056108855,0.0,0.256005512,4.608099209,0.0,84.0,98.0,7.296157081,3.008064762,8.0,3,1.17792293309487,0.690539869220039
1100627,2.974655011,47.0,12.0,98.0,14.68735911,0.0,0.743663753,13.38594755,0.0,84.0,98.0,21.19441695,8.738049094,6.399999618530273,4,1.29359044732425,0.712742777194338
1101000,4.7260432,28.0,0.0,98.0,1.575347733,0.0,1.89041728,19.84938144,0.0,85.0,72.0,37.8083456,28.04118965,5.90000057220459,2,1.54020991765661,0.619788275670629
1101500,6.633788597,38.0,14.0,113.0,26.53515439,0.0,1.769010293,31.84218527,0.0,85.0,74.0,51.30129848,24.7661441,6.800000190734863,4,1.46341588785679,0.777979070562253
1102000,14.0048263,35.32381648,9.734394434,100.3105823,28.88495424,0.0,3.501206575,61.27111506,0.0,85.23196521,74.73462579,104.1608956,70.0241315,7.0,4,1.73989172024524,0.689528215873197
1102345,2.228700958,22.0,-3.0,82.0,11.14350479,0.0,1.620873424,12.76437821,0.0,85.0,81.0,24.71831971,5.875666161,7.69999885559082,3,1.85568167156763,0.62997419743763
1103025,0.458935653,37.0,0.0,111.0,2.271731481,0.0,0.114733913,1.514487654,0.0,84.0,130.0,2.661826785,0.298308174,3.6000003814697266,1,1.32620174287353,0.14342862452668
1103280,16.74968237,85.34292188,50.07433751,151.0143828,40.55186258,0.0,3.52624892,59.94623164,0.0,85.56714609,130.7158211,105.7874676,85.51153632,9.0,3,2.45130324393759,0.838258859146518
1103500,16.05421656,74.56670731,41.26356356,139.1670875,38.02314448,0.0,3.379835065,58.30215488,0.0,85.17917206,120.4375276,100.5500932,72.6664539,9.099998474121094,4,3.44918390439903,0.861964181096125
1104200,17.26115821,71.32171815,35.94633372,135.4940433,42.2898376,0.0,3.452231641,58.6879379,0.0,84.9450633,123.8139993,102.7038913,64.72934327,9.10000228881836,4,3.71634538004865,0.838082551249192
1104460,16.58984285,71.94183577,36.87504325,136.3639742,40.64511498,0.0,3.31796857,56.40546569,0.0,84.98331296,123.4422132,98.70956496,62.21191069,9.30000114440918,3,1.34217491447884,0.675294130005462
1104475,16.89500579,69.11013371,32.6951447,132.5119821,48.15076649,0.0,3.379001157,57.44301967,0.0,84.81292936,125.0653012,99.68053413,54.06401851,12.25,1,1.29257916010742,1.04412293348712
1104500,18.44295962,66.24761406,29.95137081,131.5458975,52.56243491,0.0,3.688591923,62.7060627,0.0,84.74470839,124.8919813,108.8134617,59.01747077,9.099998474121094,4,3.7772761734572,0.817520612444342
1105000,4.454607517,67.0,16.0,151.0,17.29435859,0.0,1.048142945,18.34250154,0.0,85.0,126.0,31.70632409,19.65268022,8.0,3,1.21867146764593,0.758767074547173
1105500,0.288657578,67.0,16.0,151.0,1.120670598,0.0,0.06791943,1.188590029,0.0,85.0,126.0,2.054562764,1.273489316,7.099998474121094,4,1.16459629892942,0.775881289098402
1105554,13.25907325,62.91923436,13.58176851,153.7205104,46.75567935,0.0,2.791383842,48.15137127,0.0,85.0,128.7205104,84.43936121,44.66214147,7.600000381469727,4,1.46183627808631,0.722637715358656
1105583,2.373726837,45.0,-4.0,147.0,11.73676047,0.0,0.527494853,9.231159924,0.0,86.0,102.0,16.22046672,6.989306799,6.5,3,2.05644055415294,0.735395532287351
1105585,0.324296377,45.0,-4.0,147.0,1.603465422,0.0,0.072065862,1.261152579,0.0,86.0,102.0,2.216025246,0.954872667,7.500001430511475,-99,1.13322100656455,0.0930505246514302
1105600,1.042813648,32.0,-1.0,75.0,2.641794574,0.0,0.278083639,4.866463689,0.0,87.0,82.0,9.037718279,6.534965525,7.0,2,1.27720695444876,1.00867199039517
1105730,5.481114681,32.0,-1.0,75.0,13.88549052,0.0,1.461630582,25.57853518,0.0,87.0,82.0,47.5029939,34.34831867,7.600000381469727,3,1.27292439150644,0.946806598698961
1105870,1.086979365,27.0,-2.0,118.0,1.976326119,0.0,0.691714142,6.620692497,0.0,88.0,120.0,13.24138499,9.091100146,10.65000057220459,3,1.65369853472529,0.672822016578443
1105933,0.419713048,9.0,-24.0,80.0,0.384736961,0.0,0.244832612,2.273445679,0.0,88.0,51.0,4.546891358,3.497608737,3.399999618530273,1,1.17834269177462,0.236611379105267
1108000,7.437719384,31.74427731,6.320535139,78.91389416,22.31315815,0.0,3.380781538,45.30247261,0.0,86.45856252,54.08514452,85.19569477,56.79712984,5.500000953674316,5,1.64957755392055,0.582779203315985
1108410,9.434218394,28.25147666,-5.218543832,84.30189089,30.87562384,0.0,4.288281088,57.46296658,0.0,86.47339288,49.60995918,107.2070272,72.04312228,4.200000286102295,4,1.66266116298442,0.746568241792464
1109000,3.610229935,26.0,-16.0,129.0,15.64432972,0.0,2.005683297,26.47501953,0.0,86.0,39.0,48.5375358,36.10229935,3.8999996185302734,3,1.6065929166584,0.696714294203892
1109060,3.810959075,26.0,-16.0,129.0,16.51415599,0.0,2.117199486,27.94703322,0.0,86.0,39.0,51.23622757,38.10959075,3.8999996185302734,4,1.70613989192719,0.74847175142398
1109070,9.489522529,26.78375975,-8.992103789,99.29047245,29.33125145,0.0,4.313419331,57.79981904,0.0,86.32455296,48.1668699,106.9727994,74.1908125,3.700000762939453,2,1.52497595964606,0.949309098404706
1109403,1.830142406,23.0,-19.0,134.0,11.52989716,0.0,1.098085444,11.7129114,0.0,86.0,77.0,22.14472312,16.6542959,3.500001907348633,3,1.54522152270064,0.922544915402058
1109730,25.83029089,191.8697913,115.1734935,336.4857819,46.01020564,0.0,4.843179541,49.238992,0.0,87.45769988,341.9738874,100.0923772,62.96133404,14.0,3,2.59596091507706,0.69138889023477
1110000,13.18327006,224.3844213,139.3397726,404.1513633,23.48269979,0.0,2.471863135,25.13060854,0.0,87.89708677,388.9882849,51.08517147,32.13422076,13.29999542236328,2,1.33274106030787,0.656402824396488
1111212,28.63552542,165.5780679,91.8814858,278.7203864,35.31714802,0.0,5.727105085,60.13460339,0.0,86.95737103,335.6200778,118.3601718,83.99754125,14.100006103515623,5,2.03659805635533,0.737876290661468
1111300,3.067978314,152.0,60.0,241.0,1.022659438,0.0,0.766994579,7.925610645,0.0,87.0,314.0,16.10688615,12.65541055,13.599998474121094,3,1.27360106363744,0.935305449010654
1111500,12.45338266,152.0,60.0,241.0,4.151127555,0.0,3.113345666,32.17123855,0.0,87.0,314.0,65.38025899,51.37020349,13.800003051757812,4,1.64062581457858,0.760526827154546
1112500,27.78279082,150.6164932,75.60097643,250.8991612,29.76727588,0.0,5.953455176,62.51127935,0.0,86.78167025,318.2756485,123.0380736,89.30182764,13.699996948242188,5,1.87244460691952,0.741727323414396
1113895,26.14596376,140.3260188,65.20393958,239.7593712,31.95617793,2.123438756,5.81021417,61.00724878,0.0,86.69325785,305.7525048,120.0777595,84.24810546,12.5,5,1.66942415852097,0.753018312111484
1114000,0.107583513,70.0,-20.0,181.0,0.257264921,0.0,0.028065264,0.294685274,0.0,86.0,228.0,0.580015459,0.243232289,4.600000381469727,2,1.26078229281617,0.685868278376785
1114500,7.517592245,70.0,-20.0,181.0,17.97685102,0.0,1.96111102,20.59166571,0.0,86.0,228.0,40.52962775,16.99629551,13.900001525878906,3,1.87004331585791,0.894588034205323
1115098,1.432264077,70.0,-20.0,181.0,3.424979315,0.0,0.373634107,3.923158124,0.0,86.0,228.0,7.721771547,3.238162261,7.799995422363281,2,1.21594042569685,0.847001924099155
1115187,3.780865202,161.0,64.0,247.0,0.0,0.0,0.9452163,9.767235104,0.0,88.0,387.0,20.47968651,14.80838871,17.00000762939453,3,1.47254155635346,1.04481276287762
1115630,1.12411582,99.0,8.0,199.0,1.328500515,0.0,0.255480868,3.37234746,0.0,87.0,289.0,6.591406399,4.649751801,13.399993896484377,2,1.22291333909335,0.521717548121159
1116000,11.35127486,99.0,8.0,199.0,13.41514302,0.0,2.579835196,34.05382458,0.0,87.0,289.0,66.55974805,46.95300056,9.400001525878906,4,2.28413468598977,0.770409318563133
1116500,21.49985629,107.9920196,18.69210325,208.4836145,24.43165487,0.0,5.86359717,62.54503648,0.0,87.13782191,297.3030862,125.090073,85.02215896,10.400001525878906,5,1.59201148009064,0.821640148604004
1116905,1.880009134,9.0,-20.0,105.0,7.050034252,0.0,1.566674278,9.086710814,0.0,86.0,194.0,19.42676105,14.25673593,5.300000190734863,3,2.15129065579988,0.935330296183446
1117000,2.042758097,9.0,-20.0,105.0,7.660342864,0.0,1.702298414,9.873330802,0.0,86.0,194.0,21.10850034,15.49091557,5.099999904632568,3,1.90935676929969,0.879362278920455
1117350,0.117515416,19.0,0.0,88.0,0.117515416,0.0,0.381925103,1.586458122,0.0,88.0,109.0,3.848629889,2.467823745,11.0,2,1.89705540791777,0.713876296428501
1117370,1.951160405,66.0,-2.0,172.0,0.308077959,0.0,0.616155917,6.469637133,0.0,88.0,204.0,13.35004488,9.755802026,6.600000381469727,3,1.22980968651125,0.915463157769616
1117468,2.409096459,66.0,-2.0,172.0,0.380383651,0.0,0.760767303,7.988056681,0.0,88.0,204.0,16.48329156,12.0454823,7.100002288818359,2,1.15009756540758,0.621167816962824
1117500,12.90503714,65.98914017,-1.958370656,172.0108598,1.290503714,0.0,3.871511141,41.29611884,0.0,88.0,204.0398194,83.8827414,62.58943012,7.499999046325684,4,2.05908021670556,0.692495896328294
1117800,5.878410221,103.0,21.0,203.0,0.0,0.0,1.356556205,14.69602555,0.0,88.0,312.0,29.61814381,22.60927008,16.599998474121094,4,1.20064816308967,0.686468851576544
1118000,10.74452721,103.0,21.0,203.0,0.0,0.0,2.47950628,26.86131803,0.0,88.0,312.0,54.13588711,41.32510466,14.699996948242188,4,1.34727821027445,0.724642114247059
1118300,16.9597334,80.20391872,12.4562533,186.0875482,1.541793945,0.0,4.625381836,49.33740625,0.0,88.0,254.4366032,100.2166064,76.3188003,19.5,2,1.15652061850313,0.500159777700591
1119500,29.14144138,237.6664468,128.929881,385.7857124,1.421533726,0.0,4.264601177,43.35677863,0.0,88.0,459.7365658,89.55662471,71.07668628,22.70001220703125,4,1.34874976157271,0.57434537064299
1121000,2.00647396,185.0,65.0,355.0,0.105603893,0.0,0.316811678,3.168116779,0.0,88.0,417.0,6.653045236,5.280194632,20.199996948242188,2,1.35122787511815,0.612710757522876
1122000,34.50484635,197.24001,68.35795687,371.5696364,2.797690244,0.0,5.595380489,56.8863683,0.0,87.99734762,408.3040621,118.4355537,93.25634148,18.699996948242188,4,1.43320910226037,0.555018372328203
1122500,34.0649189,189.4025913,78.76934755,333.7386414,2.762020451,0.0,6.444714387,55.24040903,0.0,87.90249957,420.7371811,116.004859,91.1466749,20.199996948242188,5,1.42308516960101,0.540671168464525
1123000,0.327528826,141.0,27.0,244.0,0.0,0.0,0.073958122,0.63392676,0.0,88.0,406.0,1.341811642,1.0565446,15.399993896484377,2,1.28092453636577,0.409596917050158
1123360,33.83467157,250.9462505,174.3582574,357.4804941,4.833524511,0.0,4.833524511,49.14083253,0.0,88.0,402.9915474,101.5040147,78.94756701,19.199996948242188,4,1.7684999093586,0.951292484811062
1123600,39.18175948,247.5418655,168.7141454,352.9114511,5.597394212,0.0,5.597394212,56.90684115,0.0,88.0,394.1222285,117.5452784,91.42410546,19.100006103515625,4,2.00269933051758,0.998606404814669
1124000,36.49067069,233.7202641,150.4859878,341.1782836,4.561333836,0.0,5.473600603,55.6482728,0.0,87.78697261,381.1202779,114.9456127,89.40214319,18.100006103515625,4,1.78853216792033,0.927927114360087
1124151,34.25955736,219.9143739,135.2348739,329.9916379,7.830755969,0.0,5.873066976,60.68835876,0.0,87.63295027,371.5533836,123.3344065,95.92676062,17.600006103515625,4,1.54625419594142,0.922268498929275
1125100,20.99954728,216.7217933,128.1697347,333.6618665,8.249822147,0.0,4.499902989,46.49899756,0.0,87.67760293,380.891528,94.49796278,72.74843166,14.099990844726562,4,1.27945188564537,0.8117598713365
1125500,21.79438252,165.0,77.0,270.0,1.320871668,0.0,4.623050837,40.28658587,0.0,87.0,358.0,81.8940434,66.04358339,16.0,5,1.23864109559835,0.881926786485406
1127000,18.30476906,109.0,43.0,194.0,0.0,0.0,4.224177476,44.3538635,0.0,88.0,318.0,91.52384531,70.40295793,15.300003051757812,5,1.40643251599623,0.81433557096621
1127500,27.791077,126.7186157,37.00606193,213.9025366,4.482431774,0.0,7.171890838,53.78918129,0.0,88.0,359.0633276,115.6467398,86.95917642,19.79999542236328,3,1.33087205593967,0.491810284114426
1129200,50.20882672,614.1134886,435.03924,947.3647069,0.0,454.3664759,6.165996264,49.32797011,1.761713218,94.27875553,213.3096018,132.1284914,83.68137787,38.4000244140625,4,1.50959188226981,0.458704000733517
1133000,26.06022515,491.0,220.0,950.0,0.0,0.0,2.77975735,19.11083178,5.559514699,92.0,256.0,47.95081428,34.74696687,55.100006103515625,3,1.10816119231594,0.304803325473727
1134500,39.94085382,545.2693444,342.1320196,997.1707464,0.0,0.0,4.437872647,31.61984261,0.0,91.90845017,244.297537,72.67016459,55.47340809,36.29998779296875,3,1.3591288424095,0.432991151022985
1135150,5.052689348,408.0,174.0,782.0,0.0,0.0,0.896444884,4.156244464,7.497539033,89.0,227.0,10.26836868,8.068003959,29.100006103515625,1,1.07230677213456,0.343776035479528
1135300,32.3886312,408.0,174.0,782.0,0.0,0.0,5.746370051,26.64226115,48.06054952,89.0,227.0,65.82205695,51.71733046,33.399993896484375,3,1.22106626991158,0.592594132506819
1137500,76.85639866,774.0,408.0,1826.0,0.0,0.0,4.117307071,41.17307071,0.0,96.0,292.0,129.0089549,67.24934883,84.9000244140625,3,1.28324066726195,0.487325768974813
1139000,63.6252654,426.8984393,206.8820981,867.1307294,0.0,0.0,9.356656677,50.52594606,90.75956977,88.3175096,296.5400768,114.1512115,93.56656677,36.19999694824219,3,1.24393654512987,0.452865690509566
1139800,7.750406469,464.0,198.0,1017.0,0.0,0.0,0.957915406,4.528327375,7.924572906,89.0,333.0,10.88540234,8.708321875,57.70001220703125,2,1.47837125092224,0.470134256152493
1142500,10.680041,457.0,195.0,929.0,0.0,0.0,0.96120369,5.660421733,6.408024603,90.0,370.0,13.88405331,10.35963977,36.600006103515625,3,1.24891602134581,0.717461871405781
1144000,98.58385522,449.8579493,187.8033991,804.4292529,0.0,0.0,9.760777745,51.73212205,57.58858869,89.2226624,401.7240646,124.9379551,94.67954412,54.0,5,1.6358596571396,0.665166312524997
1150900,35.08849945,593.0,275.0,1212.0,0.0,0.0,2.52637196,14.87752377,10.66690383,92.0,494.0,40.70265936,28.07079956,84.30001831054688,3,1.16601464291808,0.445757250268528
1151500,103.0429325,464.698228,218.5173888,858.1130361,0.0,0.0,10.00416821,52.02167468,62.02584288,89.07668722,441.3715991,130.0541867,100.0416821,57.30000305175781,4,1.60474841085116,0.627211807437654
1152500,52.31000947,394.6952395,222.4724309,777.219645,1.77322066,156.97669,7.09288264,52.31000947,10.63932396,87.01215921,333.1367264,106.3932396,85.11459168,30.800018310546875,5,1.93202950333271,1.18264751189749
1153550,81.70690115,392.0572016,146.1407712,788.7182568,0.0,0.0,8.651318945,51.90791367,8.651318945,88.1121704,408.2553752,122.0797229,95.16450839,42.20001220703125,4,1.46442748198007,0.857668795136741
1155500,63.88733679,548.2107706,296.3002234,1101.487053,0.0,0.0,7.876520975,49.00946384,15.75304195,91.84406661,347.1325075,126.8995046,86.64173072,40.0,4,1.37177987570925,0.510917292683659
1158000,34.56157201,440.784355,267.1141167,721.3414133,2.38355669,0.0,3.575335035,36.34923952,0.0,88.53609696,461.7731717,72.69847905,57.20536056,30.39999389648437,4,1.98506628700897,1.36450696220517
1160350,39.35438847,422.6644925,251.8769596,695.6029723,2.714095757,0.0,4.071143635,41.38996029,0.0,88.22723567,462.2879406,82.77992057,65.13829816,27.199981689453125,5,1.91420402945157,1.02378321457679
1161000,54.47312406,345.7530845,170.5442541,670.9171973,1.878383588,0.0,5.635150765,57.29069945,0.0,87.08849319,482.9274986,112.7030153,92.04079583,27.100006103515625,5,1.95342459562885,0.963201596044394
1162000,15.4946427,355.9189068,291.5720579,527.3813719,0.0,108.820552,2.671490121,33.66077553,0.0,87.88438371,349.0690461,65.18435896,51.29261033,15.699981689453123,4,2.04331971388768,0.704446015291775
1162500,17.91084526,351.3455828,286.2365133,523.8243422,0.0,101.8335293,3.088076769,38.90976728,0.0,87.63031016,340.4305454,75.34907315,59.29107396,12.699981689453123,3,1.35594042987054,0.498974662608371
1163200,3.344709061,322.0,251.0,411.0,1.075085055,0.0,0.71672337,7.525595386,0.0,87.0,381.0,14.4539213,10.87030445,14.70001220703125,3,1.81931218433468,0.703357966174436
1166500,35.31568841,308.2074328,214.8149527,466.7139004,2.716591416,34.6435171,5.433182832,57.04841973,0.0,86.55903946,385.5040292,108.6636566,87.83645578,17.100006103515625,5,1.70322019603265,0.708068203675509
1168500,74.48593458,585.1037858,342.3879818,920.4944537,0.0,916.5209143,6.684635155,54.43202912,12.41432243,93.22385761,462.1571639,144.1971298,93.58489217,42.399993896484375,4,1.64040892845213,0.541363178284414
1169000,41.50836515,435.0,147.0,693.0,0.0,0.0,3.459030429,34.01379922,0.0,91.0,539.0,81.28721508,57.65050715,48.20001220703125,4,1.8036297397271,0.724838407014879
1170000,74.27403537,515.3585038,268.8628079,828.9216769,0.0,725.5346101,6.841029573,56.68281647,8.795609452,92.15293088,484.2260821,142.6843311,96.75170397,42.699981689453125,5,1.6611698407325,0.595747489627099
