block_id,truth_trial,day_index,day_number,stage,true_process_id,candidate_process_id,posterior_probability
matched_block_01,1,25,26,1,lower_groundwater_medium,lower_groundwater_high,0.02601775804251287
matched_block_01,1,26,27,1,lower_groundwater_medium,lower_groundwater_low,0.5402826896054742
matched_block_01,1,26,27,1,lower_groundwater_medium,lower_groundwater_medium,0.4158750409867713
matched_block_01,1,26,27,1,lower_groundwater_medium,lower_groundwater_high,0.0438422694077546
matched_block_01,1,27,28,1,lower_groundwater_medium,lower_groundwater_low,0.26923800586043356
matched_block_01,1,27,28,1,lower_groundwater_medium,lower_groundwater_medium,0.5499883193939322
matched_block_01,1,27,28,1,lower_groundwater_medium,lower_groundwater_high,0.18077367474563416
matched_block_01,1,28,29,1,lower_groundwater_medium,lower_groundwater_low,0.4669716414065745
matched_block_01,1,28,29,1,lower_groundwater_medium,lower_groundwater_medium,0.44129819224715655
matched_block_01,1,28,29,1,lower_groundwater_medium,lower_groundwater_high,0.09173016634626899
matched_block_01,1,29,30,1,lower_groundwater_medium,lower_groundwater_low,0.5214322509078407
matched_block_01,1,29,30,1,lower_groundwater_medium,lower_groundwater_medium,0.4143519220518348
matched_block_01,1,29,30,1,lower_groundwater_medium,lower_groundwater_high,0.0642158270403245
matched_block_01,1,30,31,1,lower_groundwater_medium,lower_groundwater_low,0.5626903982646049
matched_block_01,1,30,31,1,lower_groundwater_medium,lower_groundwater_medium,0.3932057110015013
matched_block_01,1,30,31,1,lower_groundwater_medium,lower_groundwater_high,0.04410389073389389
matched_block_01,1,31,32,1,lower_groundwater_medium,lower_groundwater_low,0.5943793370783493
matched_block_01,1,31,32,1,lower_groundwater_medium,lower_groundwater_medium,0.3713891628691624
matched_block_01,1,31,32,1,lower_groundwater_medium,lower_groundwater_high,0.03423150005248827
matched_block_01,1,32,33,1,lower_groundwater_medium,lower_groundwater_low,0.630806875118199
matched_block_01,1,32,33,1,lower_groundwater_medium,lower_groundwater_medium,0.3426349270649904
matched_block_01,1,32,33,1,lower_groundwater_medium,lower_groundwater_high,0.026558197816810677
matched_block_01,1,33,34,1,lower_groundwater_medium,lower_groundwater_low,0.3454581948975021
matched_block_01,1,33,34,1,lower_groundwater_medium,lower_groundwater_medium,0.4841816415819006
matched_block_01,1,33,34,1,lower_groundwater_medium,lower_groundwater_high,0.17036016352059732
matched_block_01,1,34,35,1,lower_groundwater_medium,lower_groundwater_low,0.5755937041967888
matched_block_01,1,34,35,1,lower_groundwater_medium,lower_groundwater_medium,0.33783119100135367
matched_block_01,1,34,35,1,lower_groundwater_medium,lower_groundwater_high,0.08657510480185757
matched_block_01,1,35,36,1,lower_groundwater_medium,lower_groundwater_low,0.5981597331825695
matched_block_01,1,35,36,1,lower_groundwater_medium,lower_groundwater_medium,0.35643564795647065
matched_block_01,1,35,36,1,lower_groundwater_medium,lower_groundwater_high,0.045404618860959915
matched_block_01,1,36,37,1,lower_groundwater_medium,lower_groundwater_low,0.5898320721909918
matched_block_01,1,36,37,1,lower_groundwater_medium,lower_groundwater_medium,0.3701113729265256
matched_block_01,1,36,37,1,lower_groundwater_medium,lower_groundwater_high,0.04005655488248273
matched_block_01,1,37,38,1,lower_groundwater_medium,lower_groundwater_low,0.5538501572285184
matched_block_01,1,37,38,1,lower_groundwater_medium,lower_groundwater_medium,0.4063084315012022
matched_block_01,1,37,38,1,lower_groundwater_medium,lower_groundwater_high,0.03984141127027953
matched_block_01,1,38,39,1,lower_groundwater_medium,lower_groundwater_low,0.37554031551840644
matched_block_01,1,38,39,1,lower_groundwater_medium,lower_groundwater_medium,0.5537378042629293
matched_block_01,1,38,39,1,lower_groundwater_medium,lower_groundwater_high,0.07072188021866412
matched_block_01,1,39,40,1,lower_groundwater_medium,lower_groundwater_low,0.31457116141063496
matched_block_01,1,39,40,1,lower_groundwater_medium,lower_groundwater_medium,0.6262255774675048
matched_block_01,1,39,40,1,lower_groundwater_medium,lower_groundwater_high,0.059203261121860196
matched_block_01,1,40,41,1,lower_groundwater_medium,lower_groundwater_low,0.12421753137434555
matched_block_01,1,40,41,1,lower_groundwater_medium,lower_groundwater_medium,0.7803814482516668
matched_block_01,1,40,41,1,lower_groundwater_medium,lower_groundwater_high,0.09540102037398766
matched_block_01,1,41,42,1,lower_groundwater_medium,lower_groundwater_low,0.07373733812969274
matched_block_01,1,41,42,1,lower_groundwater_medium,lower_groundwater_medium,0.8429960046775908
matched_block_01,1,41,42,1,lower_groundwater_medium,lower_groundwater_high,0.08326665719271639
matched_block_01,1,42,43,1,lower_groundwater_medium,lower_groundwater_low,0.13676601912969438
matched_block_01,1,42,43,1,lower_groundwater_medium,lower_groundwater_medium,0.786910663548677
matched_block_01,1,42,43,1,lower_groundwater_medium,lower_groundwater_high,0.07632331732162866
matched_block_01,1,43,44,1,lower_groundwater_medium,lower_groundwater_low,0.14963063527156442
matched_block_01,1,43,44,1,lower_groundwater_medium,lower_groundwater_medium,0.8010450471456433
matched_block_01,1,43,44,1,lower_groundwater_medium,lower_groundwater_high,0.04932431758279234
matched_block_01,1,44,45,1,lower_groundwater_medium,lower_groundwater_low,0.1762844449322352
matched_block_01,1,44,45,1,lower_groundwater_medium,lower_groundwater_medium,0.785133272726909
matched_block_01,1,44,45,1,lower_groundwater_medium,lower_groundwater_high,0.038582282340855804
matched_block_01,1,45,46,1,lower_groundwater_medium,lower_groundwater_low,0.18033483319516275
matched_block_01,1,45,46,1,lower_groundwater_medium,lower_groundwater_medium,0.7846049685062793
matched_block_01,1,45,46,1,lower_groundwater_medium,lower_groundwater_high,0.035060198298557985
matched_block_01,1,46,47,1,lower_groundwater_medium,lower_groundwater_low,0.21612302600225722
matched_block_01,1,46,47,1,lower_groundwater_medium,lower_groundwater_medium,0.752303377219785
matched_block_01,1,46,47,1,lower_groundwater_medium,lower_groundwater_high,0.03157359677795783
matched_block_01,1,47,48,1,lower_groundwater_medium,lower_groundwater_low,0.18227077599781683
matched_block_01,1,47,48,1,lower_groundwater_medium,lower_groundwater_medium,0.7586990582566968
matched_block_01,1,47,48,1,lower_groundwater_medium,lower_groundwater_high,0.059030165745486314
matched_block_01,1,48,49,1,lower_groundwater_medium,lower_groundwater_low,0.16840414756048433
matched_block_01,1,48,49,1,lower_groundwater_medium,lower_groundwater_medium,0.7811054900120847
matched_block_01,1,48,49,1,lower_groundwater_medium,lower_groundwater_high,0.05049036242743097
matched_block_01,1,49,50,1,lower_groundwater_medium,lower_groundwater_low,0.16166354008331035
matched_block_01,1,49,50,1,lower_groundwater_medium,lower_groundwater_medium,0.7961117318504962
matched_block_01,1,49,50,1,lower_groundwater_medium,lower_groundwater_high,0.042224728066193325
matched_block_01,1,50,51,1,lower_groundwater_medium,lower_groundwater_low,0.20317367320958957
matched_block_01,1,50,51,1,lower_groundwater_medium,lower_groundwater_medium,0.7628610997022955
matched_block_01,1,50,51,1,lower_groundwater_medium,lower_groundwater_high,0.03396522708811488
matched_block_01,1,51,52,1,lower_groundwater_medium,lower_groundwater_low,0.22041763816036672
matched_block_01,1,51,52,1,lower_groundwater_medium,lower_groundwater_medium,0.7515065174308727
matched_block_01,1,51,52,1,lower_groundwater_medium,lower_groundwater_high,0.028075844408760677
matched_block_01,1,52,53,1,lower_groundwater_medium,lower_groundwater_low,0.1921190639421529
matched_block_01,1,52,53,1,lower_groundwater_medium,lower_groundwater_medium,0.7275662313465311
matched_block_01,1,52,53,1,lower_groundwater_medium,lower_groundwater_high,0.08031470471131592
matched_block_01,1,53,54,1,lower_groundwater_medium,lower_groundwater_low,0.20706105236974268
matched_block_01,1,53,54,1,lower_groundwater_medium,lower_groundwater_medium,0.7431169598441312
matched_block_01,1,53,54,1,lower_groundwater_medium,lower_groundwater_high,0.04982198778612619
matched_block_01,1,54,55,1,lower_groundwater_medium,lower_groundwater_low,0.18745102628106605
matched_block_01,1,54,55,1,lower_groundwater_medium,lower_groundwater_medium,0.7674113638496479
matched_block_01,1,54,55,1,lower_groundwater_medium,lower_groundwater_high,0.04513760986928612
matched_block_01,1,55,56,1,lower_groundwater_medium,lower_groundwater_low,0.13077477841762586
matched_block_01,1,55,56,1,lower_groundwater_medium,lower_groundwater_medium,0.8133226999620444
matched_block_01,1,55,56,1,lower_groundwater_medium,lower_groundwater_high,0.05590252162032972
matched_block_01,1,56,57,1,lower_groundwater_medium,lower_groundwater_low,0.1082108640175225
matched_block_01,1,56,57,1,lower_groundwater_medium,lower_groundwater_medium,0.8421101580121273
matched_block_01,1,56,57,1,lower_groundwater_medium,lower_groundwater_high,0.04967897797035026
matched_block_01,1,57,58,1,lower_groundwater_medium,lower_groundwater_low,0.16598105172010197
matched_block_01,1,57,58,1,lower_groundwater_medium,lower_groundwater_medium,0.782920335250371
matched_block_01,1,57,58,1,lower_groundwater_medium,lower_groundwater_high,0.05109861302952692
matched_block_01,1,58,59,1,lower_groundwater_medium,lower_groundwater_low,0.18888689344072496
matched_block_01,1,58,59,1,lower_groundwater_medium,lower_groundwater_medium,0.775827851672595
matched_block_01,1,58,59,1,lower_groundwater_medium,lower_groundwater_high,0.035285254886680106
matched_block_01,1,59,60,1,lower_groundwater_medium,lower_groundwater_low,0.20314045712823867
matched_block_01,1,59,60,1,lower_groundwater_medium,lower_groundwater_medium,0.7576632560030799
matched_block_01,1,59,60,1,lower_groundwater_medium,lower_groundwater_high,0.03919628686868145
matched_block_01,1,60,61,1,lower_groundwater_medium,lower_groundwater_low,0.20299416576837398
matched_block_01,1,60,61,1,lower_groundwater_medium,lower_groundwater_medium,0.7593274227524461
matched_block_01,1,60,61,1,lower_groundwater_medium,lower_groundwater_high,0.03767841147917994
matched_block_01,1,61,62,1,lower_groundwater_medium,lower_groundwater_low,0.1887452163347587
matched_block_01,1,61,62,1,lower_groundwater_medium,lower_groundwater_medium,0.7022643632472723
matched_block_01,1,61,62,1,lower_groundwater_medium,lower_groundwater_high,0.10899042041796907
matched_block_01,1,62,63,1,lower_groundwater_medium,lower_groundwater_low,0.19812483787529692
matched_block_01,1,62,63,1,lower_groundwater_medium,lower_groundwater_medium,0.7343125123205083
matched_block_01,1,62,63,1,lower_groundwater_medium,lower_groundwater_high,0.06756264980419488
matched_block_01,1,63,64,1,lower_groundwater_medium,lower_groundwater_low,0.24949257831301166
matched_block_01,1,63,64,1,lower_groundwater_medium,lower_groundwater_medium,0.6966656452368406
matched_block_01,1,63,64,1,lower_groundwater_medium,lower_groundwater_high,0.0538417764501477
matched_block_01,1,64,65,1,lower_groundwater_medium,lower_groundwater_low,0.2389286685271274
matched_block_01,1,64,65,1,lower_groundwater_medium,lower_groundwater_medium,0.7133300950316834
matched_block_01,1,64,65,1,lower_groundwater_medium,lower_groundwater_high,0.04774123644118921
matched_block_01,1,65,66,1,lower_groundwater_medium,lower_groundwater_low,0.20359046753900228
matched_block_01,1,65,66,1,lower_groundwater_medium,lower_groundwater_medium,0.7451190761992674
matched_block_01,1,65,66,1,lower_groundwater_medium,lower_groundwater_high,0.05129045626173034
matched_block_01,1,66,67,1,lower_groundwater_medium,lower_groundwater_low,0.18448548776639057
matched_block_01,1,66,67,1,lower_groundwater_medium,lower_groundwater_medium,0.7706193529048536
matched_block_01,1,66,67,1,lower_groundwater_medium,lower_groundwater_high,0.044895159328755915
matched_block_01,1,67,68,1,lower_groundwater_medium,lower_groundwater_low,0.24758984749706353
matched_block_01,1,67,68,1,lower_groundwater_medium,lower_groundwater_medium,0.6798727702740448
matched_block_01,1,67,68,1,lower_groundwater_medium,lower_groundwater_high,0.07253738222889171
matched_block_01,1,68,69,1,lower_groundwater_medium,lower_groundwater_low,0.2508543572427302
matched_block_01,1,68,69,1,lower_groundwater_medium,lower_groundwater_medium,0.6928193623621605
matched_block_01,1,68,69,1,lower_groundwater_medium,lower_groundwater_high,0.05632628039510934
matched_block_01,1,69,70,1,lower_groundwater_medium,lower_groundwater_low,0.3010085945063926
matched_block_01,1,69,70,1,lower_groundwater_medium,lower_groundwater_medium,0.652397477489347
matched_block_01,1,69,70,1,lower_groundwater_medium,lower_groundwater_high,0.04659392800426059
matched_block_01,1,70,71,1,lower_groundwater_medium,lower_groundwater_low,0.312030982888966
matched_block_01,1,70,71,1,lower_groundwater_medium,lower_groundwater_medium,0.6453864671150926
matched_block_01,1,70,71,1,lower_groundwater_medium,lower_groundwater_high,0.04258254999594151
matched_block_01,1,71,72,1,lower_groundwater_medium,lower_groundwater_low,0.1835620368551757
matched_block_01,1,71,72,1,lower_groundwater_medium,lower_groundwater_medium,0.7161863629236738
matched_block_01,1,71,72,1,lower_groundwater_medium,lower_groundwater_high,0.10025160022115061
matched_block_01,1,72,73,1,lower_groundwater_medium,lower_groundwater_low,0.23424321202281928
matched_block_01,1,72,73,1,lower_groundwater_medium,lower_groundwater_medium,0.7098729219431915
matched_block_01,1,72,73,1,lower_groundwater_medium,lower_groundwater_high,0.055883866033989205
matched_block_01,1,73,74,1,lower_groundwater_medium,lower_groundwater_low,0.2116264233229167
matched_block_01,1,73,74,1,lower_groundwater_medium,lower_groundwater_medium,0.7424547241769164
matched_block_01,1,73,74,1,lower_groundwater_medium,lower_groundwater_high,0.04591885250016695
matched_block_01,1,74,75,1,lower_groundwater_medium,lower_groundwater_low,0.23172018874043665
matched_block_01,1,74,75,1,lower_groundwater_medium,lower_groundwater_medium,0.7332198634752434
matched_block_01,1,74,75,1,lower_groundwater_medium,lower_groundwater_high,0.03505994778431999
matched_block_01,1,75,76,1,lower_groundwater_medium,lower_groundwater_low,0.278591529586941
matched_block_01,1,75,76,1,lower_groundwater_medium,lower_groundwater_medium,0.6749609996681966
matched_block_01,1,75,76,1,lower_groundwater_medium,lower_groundwater_high,0.04644747074486245
matched_block_01,1,76,77,1,lower_groundwater_medium,lower_groundwater_low,0.30412121954303023
matched_block_01,1,76,77,1,lower_groundwater_medium,lower_groundwater_medium,0.660650013184498
matched_block_01,1,76,77,1,lower_groundwater_medium,lower_groundwater_high,0.035228767272471866
matched_block_01,1,77,78,1,lower_groundwater_medium,lower_groundwater_low,0.33042688404268616
matched_block_01,1,77,78,1,lower_groundwater_medium,lower_groundwater_medium,0.6404285835372686
matched_block_01,1,77,78,1,lower_groundwater_medium,lower_groundwater_high,0.029144532420045367
matched_block_01,1,78,79,1,lower_groundwater_medium,lower_groundwater_low,0.35037848635525604
matched_block_01,1,78,79,1,lower_groundwater_medium,lower_groundwater_medium,0.6234510862436714
matched_block_01,1,78,79,1,lower_groundwater_medium,lower_groundwater_high,0.02617042740107268
matched_block_01,1,79,80,1,lower_groundwater_medium,lower_groundwater_low,0.3916259691291535
matched_block_01,1,79,80,1,lower_groundwater_medium,lower_groundwater_medium,0.5852477441479248
matched_block_01,1,79,80,1,lower_groundwater_medium,lower_groundwater_high,0.023126286722921774
matched_block_01,1,80,81,1,lower_groundwater_medium,lower_groundwater_low,0.31195372092441553
matched_block_01,1,80,81,1,lower_groundwater_medium,lower_groundwater_medium,0.6466097125043405
matched_block_01,1,80,81,1,lower_groundwater_medium,lower_groundwater_high,0.041436566571244116
matched_block_01,1,81,82,1,lower_groundwater_medium,lower_groundwater_low,0.3345643362241716
matched_block_01,1,81,82,1,lower_groundwater_medium,lower_groundwater_medium,0.6354585015384747
matched_block_01,1,81,82,1,lower_groundwater_medium,lower_groundwater_high,0.029977162237353725
matched_block_01,1,82,83,1,lower_groundwater_medium,lower_groundwater_low,0.3432241831891878
matched_block_01,1,82,83,1,lower_groundwater_medium,lower_groundwater_medium,0.6302294331895267
matched_block_01,1,82,83,1,lower_groundwater_medium,lower_groundwater_high,0.026546383621285478
matched_block_01,1,83,84,1,lower_groundwater_medium,lower_groundwater_low,0.35212349935408915
matched_block_01,1,83,84,1,lower_groundwater_medium,lower_groundwater_medium,0.6232303154156906
matched_block_01,1,83,84,1,lower_groundwater_medium,lower_groundwater_high,0.024646185230220226
matched_block_01,1,84,85,1,lower_groundwater_medium,lower_groundwater_low,0.3639644796378612
matched_block_01,1,84,85,1,lower_groundwater_medium,lower_groundwater_medium,0.6126521102601609
matched_block_01,1,84,85,1,lower_groundwater_medium,lower_groundwater_high,0.0233834101019779
matched_block_01,1,85,86,1,lower_groundwater_medium,lower_groundwater_low,0.3955411109926375
matched_block_01,1,85,86,1,lower_groundwater_medium,lower_groundwater_medium,0.5827141732587761
matched_block_01,1,85,86,1,lower_groundwater_medium,lower_groundwater_high,0.021744715748586427
matched_block_01,1,86,87,1,lower_groundwater_medium,lower_groundwater_low,0.4458088358573763
matched_block_01,1,86,87,1,lower_groundwater_medium,lower_groundwater_medium,0.5324167452297214
matched_block_01,1,86,87,1,lower_groundwater_medium,lower_groundwater_high,0.02177441891290248
matched_block_01,1,87,88,1,lower_groundwater_medium,lower_groundwater_low,0.46046530555307175
matched_block_01,1,87,88,1,lower_groundwater_medium,lower_groundwater_medium,0.5130270759858712
matched_block_01,1,87,88,1,lower_groundwater_medium,lower_groundwater_high,0.02650761846105709
matched_block_01,1,88,89,1,lower_groundwater_medium,lower_groundwater_low,0.5049600741575978
matched_block_01,1,88,89,1,lower_groundwater_medium,lower_groundwater_medium,0.4731746970229905
matched_block_01,1,88,89,1,lower_groundwater_medium,lower_groundwater_high,0.021865228819411716
matched_block_01,1,89,90,1,lower_groundwater_medium,lower_groundwater_low,0.5433718463072273
matched_block_01,1,89,90,1,lower_groundwater_medium,lower_groundwater_medium,0.43561896905224456
matched_block_01,1,89,90,1,lower_groundwater_medium,lower_groundwater_high,0.021009184640527923
matched_block_01,1,90,91,1,lower_groundwater_medium,lower_groundwater_low,0.576049655358681
matched_block_01,1,90,91,1,lower_groundwater_medium,lower_groundwater_medium,0.40402998491438086
matched_block_01,1,90,91,1,lower_groundwater_medium,lower_groundwater_high,0.01992035972693818
matched_block_01,1,91,92,1,lower_groundwater_medium,lower_groundwater_low,0.6015371019598265
matched_block_01,1,91,92,1,lower_groundwater_medium,lower_groundwater_medium,0.3785448019577261
matched_block_01,1,91,92,1,lower_groundwater_medium,lower_groundwater_high,0.019918096082447566
matched_block_01,1,92,93,1,lower_groundwater_medium,lower_groundwater_low,0.6382607760278145
matched_block_01,1,92,93,1,lower_groundwater_medium,lower_groundwater_medium,0.34201162525336243
matched_block_01,1,92,93,1,lower_groundwater_medium,lower_groundwater_high,0.019727598718823094
matched_block_01,1,93,94,1,lower_groundwater_medium,lower_groundwater_low,0.6212210268144661
matched_block_01,1,93,94,1,lower_groundwater_medium,lower_groundwater_medium,0.3511893151960903
matched_block_01,1,93,94,1,lower_groundwater_medium,lower_groundwater_high,0.02758965798944365
matched_block_01,1,94,95,1,lower_groundwater_medium,lower_groundwater_low,0.6765633881891496
matched_block_01,1,94,95,1,lower_groundwater_medium,lower_groundwater_medium,0.3021682432213414
matched_block_01,1,94,95,1,lower_groundwater_medium,lower_groundwater_high,0.02126836858950914
matched_block_01,1,95,96,1,lower_groundwater_medium,lower_groundwater_low,0.5488887930186359
matched_block_01,1,95,96,1,lower_groundwater_medium,lower_groundwater_medium,0.40313989536389283
matched_block_01,1,95,96,1,lower_groundwater_medium,lower_groundwater_high,0.04797131161747126
matched_block_01,1,96,97,1,lower_groundwater_medium,lower_groundwater_low,0.3473932729573975
matched_block_01,1,96,97,1,lower_groundwater_medium,lower_groundwater_medium,0.5712478537623145
matched_block_01,1,96,97,1,lower_groundwater_medium,lower_groundwater_high,0.08135887328028799
matched_block_01,1,97,98,1,lower_groundwater_medium,lower_groundwater_low,0.4154096207779694
matched_block_01,1,97,98,1,lower_groundwater_medium,lower_groundwater_medium,0.5351095014175169
matched_block_01,1,97,98,1,lower_groundwater_medium,lower_groundwater_high,0.0494808778045137
matched_block_01,1,98,99,1,lower_groundwater_medium,lower_groundwater_low,0.38452974071402335
matched_block_01,1,98,99,1,lower_groundwater_medium,lower_groundwater_medium,0.5750080534446356
matched_block_01,1,98,99,1,lower_groundwater_medium,lower_groundwater_high,0.04046220584134111
matched_block_01,1,99,100,1,lower_groundwater_medium,lower_groundwater_low,0.44834348979408495
matched_block_01,1,99,100,1,lower_groundwater_medium,lower_groundwater_medium,0.5207668209386307
matched_block_01,1,99,100,1,lower_groundwater_medium,lower_groundwater_high,0.030889689267284207
matched_block_01,1,100,101,1,lower_groundwater_medium,lower_groundwater_low,0.36472134646382637
matched_block_01,1,100,101,1,lower_groundwater_medium,lower_groundwater_medium,0.5983334743133892
matched_block_01,1,100,101,1,lower_groundwater_medium,lower_groundwater_high,0.0369451792227845
matched_block_01,1,101,102,1,lower_groundwater_medium,lower_groundwater_low,0.19333251216813407
matched_block_01,1,101,102,1,lower_groundwater_medium,lower_groundwater_medium,0.7405920964960032
matched_block_01,1,101,102,1,lower_groundwater_medium,lower_groundwater_high,0.06607539133586281
matched_block_01,1,102,103,1,lower_groundwater_medium,lower_groundwater_low,0.36220976927348725
