gauge_id,shift_distance,group
02177000,2.5159742193408947,source
02178400,2.5059646122852484,source
02193340,1.6804810075597472,source
02196000,2.1887337578073836,source
02198100,2.284190768270084,source
02202600,3.2051033121785726,source
02212600,2.2425126013825314,source
02215100,3.4278720378958645,source
02216180,2.4654792631636666,source
02221525,1.6676290376005,source
02231000,3.5269739925769517,source
02231342,4.306054908615005,high_shift
02235200,2.6042988995694287,none
02245500,3.1713738139921754,source
02246000,3.9076817974923848,source
02296500,3.6188847663399883,source
02297155,4.375738353372533,source
02297310,4.124726376442542,source
02298123,3.2960855895656884,source
02298608,3.9933606443681815,source
02299950,4.545809671804511,source
02300700,3.560088102905622,source
02310947,2.062680326270338,low_shift
02312200,3.490798499661766,high_shift
02314500,3.915537429927069,high_shift
02315500,3.660148718843825,high_shift
02324400,13.161299951227443,high_shift
02327100,6.200196351407459,high_shift
02342933,2.33506919895486,source
02349900,3.6246824054663853,source
02350900,3.0951895394982807,source
02361000,2.8330197737144935,source
02363000,2.360646508933952,source
02369800,3.0035119944943034,source
02371500,1.9921302714990257,source
02372250,2.115112284209123,source
02374500,2.5708302983430475,source
02381600,1.9650746955017693,source
02384540,2.203796676729894,source
02395120,1.6030786376354085,source
02408540,1.524817104340673,low_shift
02415000,1.692333487499907,source
02422500,1.66915679538574,low_shift
02427250,2.1285540471433237,source
02430085,1.9456006736137514,source
02430615,2.0630724632215087,low_shift
02450250,1.8319267362955063,source
02464000,1.8545120481734416,source
02464146,1.841302563689932,low_shift
02464360,1.926505175755201,source
02465493,1.760865705380582,source
02469800,1.8791442825377447,source
02472000,1.36013592959923,source
02472500,1.8764023961562586,source
02479155,2.476505415901074,source
02479300,2.5577579698939754,source
02479560,2.406500390345061,source
02481000,2.5855094429219885,source
02481510,2.238525667216588,source
03010655,1.5423010682758536,source
03011800,1.8776196692858382,source
03015500,1.5839461543808795,source
03021350,1.9648576503262676,source
03026500,1.9755348275877025,source
03028000,1.841982033999548,source
03049000,1.5089829268856438,source
03049800,2.3956416252705317,source
03050000,1.8819879915661542,source
03066000,1.5240762647532256,low_shift
03069500,1.4698193983055383,source
03070500,1.3733754827985238,source
03076600,1.7729970987363934,source
03078000,1.4945920877309573,source
03140000,1.6897177094079876,source
03144000,1.365451975667287,source
03159540,1.985020042824657,low_shift
03161000,1.8468805228828613,low_shift
03164000,1.7299654519439434,low_shift
03165000,1.5880601761268964,low_shift
03170000,1.5298427472930118,source
03173000,1.6289151272966724,source
03180500,1.9190401627692908,source
03182500,1.602731348209908,source
03186500,1.8527097984356418,source
03187500,1.8260830118442906,low_shift
03213700,1.6387320185753693,low_shift
03237280,1.9916634551155827,source
03237500,1.7024405771223206,source
03238500,2.7198978787977794,source
03241500,2.7871347041109527,source
03280700,1.7267269276269355,source
03281100,1.7764718676073992,low_shift
03281500,1.6567854628225638,source
03285000,1.9081493431869194,source
03291780,1.6943995321721914,source
03300400,2.063806898863248,low_shift
03338780,2.9533502324767835,source
03340800,2.5406064745308257,source
03346000,2.872657795884518,source
03357350,2.1347328626750572,low_shift
03364500,2.695468282615764,source
03366500,2.195907694632111,source
03368000,2.3848891258201106,source
03384450,1.8578961334907524,source
03439000,2.727103542635432,source
03450000,2.8256694946064993,none
03455500,3.47458193976897,source
03456500,3.2073555121420005,source
03460000,3.652432128188366,source
03463300,2.844846439165055,source
03471500,2.5275687743155855,source
03473000,2.143765059968477,source
03479000,2.641514620377908,source
03488000,1.9070250956020711,source
03498500,2.2091860976135327,source
03500000,2.4326322796187037,source
03500240,2.741732768628806,source
03504000,2.9703953540572803,source
03574500,1.338449073661534,source
03592718,2.2169348486550686,source
03604000,2.183378459571469,source
04015330,2.3793016054662757,source
04024430,3.1380881009241324,source
04027000,2.621706866547903,source
04040500,3.86708748415147,source
04043050,3.9222303129733724,source
04045500,9.010194240996269,source
04056500,7.22592136028284,high_shift
04057510,6.646535846191692,source
04057800,3.0955164404091553,source
04059500,3.3773359023080958,source
04063700,3.518817437126732,source
04074950,2.405414709524853,source
04105700,2.4206130682051867,source
04115265,3.331577296762753,source
04122200,2.8365388183909075,source
04122500,2.629561213174101,source
04124000,2.4254597897850814,low_shift
04127918,4.311273862687561,source
04127997,3.3550447946849977,source
04161580,2.1222719464739237,source
04185000,2.3070483901206518,source
04196800,2.9797163539064053,source
04197100,2.888260661128985,source
04197170,2.78970937232675,source
04213000,2.2083830019500605,source
04213075,2.725839807179662,source
04216418,1.7745050456950244,source
04221000,1.5395072843069806,source
04224775,1.6683011530803655,source
04233000,1.9712332535278356,source
04256000,2.3948597405071834,source
04296000,2.1029083975910057,source
05056000,2.624902563862241,none
05057000,2.5826094807584656,none
05057200,2.8185508868441635,source
05062500,2.5057411734933934,none
05087500,3.0321609398098337,none
05120500,2.6817327265782107,source
05123400,2.559967870471461,none
05129115,2.3630921729109047,low_shift
05131500,5.376534110598586,high_shift
05291000,2.367538890673421,source
05362000,3.1983312493972136,source
05393500,3.0084097369059037,source
05399500,2.6551217219771983,source
05408000,2.017479586688169,source
05412500,1.3620481607473722,low_shift
05413500,1.9844118229277288,source
05414000,2.0699106104993548,source
05444000,2.372406263905574,source
05454000,2.5995686122576007,source
05458000,2.4576933001107366,source
05466500,2.569734191268239,source
05487980,1.7806182619186,source
05488200,1.7703868151544748,source
05489000,1.6097575494459673,source
05495000,1.9123675953799841,source
05495500,2.7523227112302036,source
05501000,2.4485627504741325,source
05503800,2.907534324777039,source
05507600,3.1424893511504663,source
05508805,2.3581767580453126,source
05514500,1.9880889576097236,low_shift
05525500,3.0379762632774447,source
05556500,2.742273441492206,source
05584500,2.8720613420589327,source
05585000,2.678893480203578,none
05591550,3.0787299553389595,source
05592050,2.882387841554439,source
05592575,2.8842405628205223,source
05593575,2.978171010680874,source
05593900,3.008441427749741,source
05595730,2.881497266108776,source
06037500,4.04731484992951,high_shift
06043500,2.421553475872111,low_shift
06154410,2.3080157488810427,low_shift
06188000,2.830157986403963,none
06191500,2.662639877212688,none
06221400,3.561921954492089,source
06224000,3.3177313598791427,source
06278300,3.6827181547171257,source
06280300,3.549004001693585,source
06289000,2.56050763121004,source
06291500,2.6298653021045544,source
06311000,3.6359557664892406,source
06332515,3.1611946047570703,source
06339100,2.662520057641856,source
06339500,2.665588749151475,none
06344600,2.6781806257767484,source
06350000,2.8319790556010545,source
06352000,3.06142038344643,source
06353000,4.766055343024849,high_shift
06354000,3.639692331178074,high_shift
06360500,2.516818498610677,none
06404000,2.2875534782638693,source
06406000,1.9921840838310376,source
06408700,3.249832887778694,high_shift
06409000,2.8761664757518255,source
06431500,2.7504942453511707,source
06440200,2.3432034141988574,source
06441500,2.2553041581870743,low_shift
06447000,2.393260161143689,low_shift
06447500,2.5399019346666365,source
06450500,2.540406970118924,none
06452000,2.0534787253352556,low_shift
06453600,1.946314548995479,low_shift
06464500,2.8898837021299593,none
06468170,2.7367812144069092,none
06468250,3.778341126953115,high_shift
06470800,2.868183168236876,source
06477500,2.5501227234285744,source
06479215,2.5474364892902583,source
06479438,2.511557742354328,none
06601000,2.361155372122821,source
06614800,3.4857205479692515,source
06622700,3.731721111525998,source
06623800,3.8578540902470726,source
06632400,4.05454041013221,source
06746095,4.208260556713087,source
06784000,2.117735276019754,low_shift
06803510,2.2537925145003586,source
06803530,2.4121392735109466,source
06814000,2.2142529252814214,source
06847900,3.6994753112324945,source
06853800,2.587203648534611,source
06876700,2.3314367942061853,source
06878000,2.4795746100083815,source
06879650,2.961107125238204,source
06885500,2.214139507766666,source
06888500,2.9041448303184754,source
06889200,2.3049358797909023,source
06889500,2.3338936850844183,source
06892000,2.2586589848590632,source
06903400,2.4448837691315783,source
06906800,2.1345942816760277,source
06910800,2.8291378289473523,source
06911900,2.8855513209022603,source
06917000,2.8410393731022494,source
06918460,2.7684573954563074,source
06919500,2.148549575316873,source
06921070,2.2586815009634895,source
06921200,2.360333795302322,source
06934000,1.705204463498144,low_shift
07014500,1.6437244239695161,low_shift
07056000,1.2871609273616889,low_shift
07057500,1.5905696614748732,source
07060710,1.4617935908574649,source
07066000,1.6881221020918766,source
07067000,1.6929150190657143,low_shift
07068000,1.6349683635128212,low_shift
07071500,1.5942980940343778,low_shift
07083000,4.472797651600805,source
07142300,2.9857350570708583,source
07145700,2.453808489293217,source
07148400,2.1359767822655686,low_shift
07149000,1.9111909191455767,low_shift
07151500,2.3971570919977956,low_shift
07167500,3.076056250344545,source
07180500,2.8558962788150852,source
07184000,3.0063043599932056,source
07195800,2.6354625985749194,source
07196900,1.5948902161140566,source
07197000,1.435673440265559,source
07208500,3.8925482621468634,source
07226500,3.5879284845394106,high_shift
07261000,2.6222977054908427,source
07263295,1.2723245903728906,source
07290650,2.237424994648996,low_shift
07291000,2.4204642616262366,source
07292500,2.3590513284439263,low_shift
07295000,2.4610864946812683,none
07299670,3.8456113973353854,source
07301410,2.8062032780216644,source
07301500,2.4282874107993706,none
07315200,2.618678488182239,source
07315700,2.183468214923859,source
07335700,1.3675091382118696,source
07340300,1.74699916619316,source
07346045,2.3758713866301675,source
07359610,1.4588131374250972,source
07362100,1.7355148804565006,source
07362587,1.5182146189447694,source
07373000,2.6540887494920717,none
07375000,3.0649176781743255,source
07376000,3.498181734380195,high_shift
08013000,3.125897450838595,source
08014500,3.0311920933014416,source
08023080,1.5657930499405524,source
08025500,1.6636345435652062,low_shift
08029500,2.860056436178226,none
08050800,2.7979235311017066,source
08066200,2.3445493705515528,source
08066300,3.2449912072136393,source
08070000,2.5596112888776097,source
08070200,2.7898399626751327,source
08079600,4.339766194385089,high_shift
08082700,2.8590611620128135,source
08086212,2.5317638353338405,source
08086290,2.624427082218392,source
08101000,2.567565212273342,source
08103900,2.540072866777937,source
08104900,2.5347877260965124,source
08109700,3.238982018561596,source
08150800,2.476974886852083,source
08155200,2.349710013668955,low_shift
08158700,2.496867577732856,source
08158810,2.4571655861850124,source
08164000,2.9174657928691117,none
08164300,2.7415091270131025,source
08164600,2.9969613631151635,source
08165300,2.272157788824111,source
08171300,2.9489757317329164,source
08175000,2.649587832099215,source
08176900,2.7061482610904264,source
08178880,1.6520161751247688,source
08189500,3.802729725999576,source
08190000,2.154696972612023,source
08190500,3.487621320294756,source
08194200,4.845197616346419,source
08195000,1.7887071645727128,source
08196000,2.1590828248140927,source
08198500,1.5935308344129706,source
08200000,1.775215096636472,source
08202700,1.7874960123832893,source
08267500,4.326213077165469,source
08269000,4.376775373472287,source
08271000,4.072221132687265,source
08324000,2.9649044153674065,source
08377900,4.178773037561727,source
08378500,4.041890031918295,source
08380500,3.8760461655514593,source
09034900,5.38253091790475,high_shift
09035800,3.432046314517153,source
09035900,3.5467612023620876,source
09047700,3.8762683592952465,source
09065500,3.8508558003896174,source
09066000,4.183376927809957,source
09066200,3.132203944258145,source
09066300,2.9392517640755806,source
09081600,3.0600975678832434,source
09107000,3.7201258503776886,source
09210500,3.4829168645162336,source
09223000,3.463761226548631,source
09306242,4.518224498963155,source
09312600,4.168844036188465,source
09352900,4.264418486797337,source
09378170,2.705794764060849,source
09378630,2.8793458170217328,none
09386900,3.754833966728159,source
09404450,5.039983302466081,source
09430500,4.436723249179239,high_shift
09430600,4.479925876178926,source
09447800,4.999808068587319,source
09480000,3.7594012316732615,high_shift
09484000,5.711438146578917,high_shift
09484600,4.598700803488845,source
09492400,4.1317057134222575,source
09494000,3.474853723443785,source
09497800,4.9044791951007785,high_shift
09497980,3.869302845700178,source
09505200,2.6520122714089887,none
09505350,2.590355092516118,source
09505800,2.244229536288495,source
09508300,4.244542955257734,source
09510200,5.02107933935269,source
09512280,5.161143270327113,source
09513780,5.232508835448896,source
10023000,3.1579221295698163,high_shift
10166430,2.4008815304021356,low_shift
10172700,2.9298473340349007,none
10172800,3.467331709060932,high_shift
10173450,3.5115523413958374,high_shift
10205030,4.260563375511555,high_shift
10234500,3.2477853034804225,source
10242000,6.062523965124087,high_shift
10244950,4.895601553696145,source
10249300,12.56048848964682,high_shift
10258000,7.6492429069809855,high_shift
10258500,8.08610174219509,high_shift
10259000,7.452284204932828,source
10259200,11.930331475349547,high_shift
10263500,4.815867262218957,high_shift
10310500,5.698036243356298,high_shift
10316500,4.024293906443278,high_shift
10329500,4.435073383894636,high_shift
10336645,3.2087500697444606,source
10336660,3.279875938415582,source
10336740,4.3788677066625885,high_shift
10343500,3.2122787717891312,source
10348850,4.327027988411167,high_shift
10396000,3.7774534901519705,high_shift
11098000,4.343006950714171,high_shift
11124500,3.33372335485638,source
11141280,2.980469116461008,source
11143000,4.983210727861575,source
11148900,2.943304271375915,source
11151300,5.095817106593301,source
11162500,2.7358632362771798,none
11176400,3.884793517123417,source
11180500,3.2611963273992504,high_shift
11180960,3.0217701723064123,none
11224500,4.819165941691581,high_shift
11230500,4.200757847936214,source
11237500,3.511381393023271,source
11253310,4.691919698121377,high_shift
11264500,4.082554064381029,source
11266500,3.9548112920177907,source
11274500,4.088741979906856,high_shift
11274630,3.677940898951218,high_shift
11284400,1.9736907485195343,source
11299600,3.001019937337252,none
11381500,1.2807874076901413,source
11383500,1.3027439605349647,low_shift
11451100,3.0605956999352837,source
11468500,1.807000603226335,source
11473900,2.6018284514581516,source
11475560,1.584863263706322,source
11476600,2.513707410995129,source
11478500,2.516760554731226,source
11480390,1.146324254003936,source
11481200,2.0134429990434213,source
11482500,3.1810618565277027,source
11522500,3.7471517370270844,source
11523200,2.869981142339983,source
11528700,1.8667811743991571,source
11532500,2.7510956363428702,source
12010000,4.659798548259144,source
12013500,3.294790211124027,source
12020000,3.8354590404398725,source
12025000,1.558633877137326,low_shift
12025700,1.7598062789343514,source
12035000,3.704712817705764,source
12040500,4.1331062389866755,source
12041200,3.825239040995246,source
12043000,4.6055143634637234,high_shift
12048000,3.889306903466713,source
12054000,4.079795987131374,source
12056500,3.785121122424491,source
12073500,1.9321282263167436,source
12082500,3.8356729388984605,source
12092000,4.315774651064209,source
12095000,2.6617841151962525,none
12114500,3.9318767849320695,source
12115000,3.4605460459267228,source
12115500,3.2767132113907373,high_shift
12117000,2.6091082448560297,source
12141300,4.2412021500215005,high_shift
12143600,3.894262303398263,source
12144000,3.2979359838206346,source
12145500,2.0334103484133554,source
12147500,3.9246749843590605,source
12147600,4.874978326853695,high_shift
12167000,2.9143737226907933,source
12175500,5.960362704470519,source
12178100,6.028676543171222,source
12186000,3.4707938928680346,source
12189500,4.12735984607938,source
12358500,2.5158624525098126,none
12374250,2.4550851890481087,none
12375900,3.779055744568142,source
12377150,3.8950331111513017,source
12381400,2.387496388448712,source
12383500,2.356242304801954,source
12388400,2.4802795197631498,none
12390700,2.5747665771177672,source
12411000,2.197424176967839,source
12414500,2.4976863336940722,none
12447390,4.997980275017156,source
12451000,5.797891268551693,source
12488500,3.5529807520629864,source
13011500,2.8991618669483112,source
13011900,3.1195543566728237,source
13018300,2.780854367365197,source
13023000,2.4883541373002545,source
13083000,3.353626306629884,high_shift
13161500,2.966417967605221,source
13235000,2.861900764281378,source
13240000,3.7090222370321526,source
13310700,2.7750586072363963,none
13313000,3.6605817341409126,source
13331500,3.1359177799161855,source
13337000,2.515170106865027,none
13338500,3.0400103679024992,none
13340000,2.4334733361292886,none
13340600,2.510630424840109,none
14020000,2.23960713885245,source
14092750,2.755081247289214,none
14096850,1.249306932369371,source
14137000,2.503689534487362,source
14138800,4.114236746249762,source
14138870,4.57742845909582,source
14138900,5.618314618121869,source
14139800,4.001475209719792,source
14141500,3.4579364675790214,source
14154500,2.481603316161325,source
14158500,2.3634084332445284,low_shift
14158790,2.498336818732893,source
14166500,2.017679358654585,source
14182500,2.342636720940417,source
14185000,2.359769762175012,source
14185900,2.73314001313769,source
14187000,2.6843452963013745,source
14216500,3.7745922629569826,source
14222500,3.6146435905021552,source
14236200,2.04665060668769,source
14301000,2.4645230162107947,source
14303200,3.0233491010060414,source
14305500,2.8982949500745954,source
14306340,2.6808105215385205,source
14306500,2.6721824856314784,source
14308990,2.235193044949795,source
14309500,2.483860898701145,source
14316700,2.4823873069980604,source
14325000,3.1469446506741083,source
14362250,3.100390525705535,source
14400000,2.6327072299454106,source
