block_index,block_id,trial_index,day_index,day_number,true_parameter_id,true_candidate_probability,top_ranked_parameter_id,probability_candidate_1_shared_limits,probability_candidate_2_shared_limits,probability_candidate_3_shared_limits
0,formal_parameter_block_01,0,75,76,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.92226119561743e-25,1.0,0.0
0,formal_parameter_block_01,0,76,77,candidate_2_shared_limits,1.0,candidate_2_shared_limits,9.018582389731768e-29,1.0,0.0
0,formal_parameter_block_01,0,77,78,candidate_2_shared_limits,1.0,candidate_2_shared_limits,9.47677845124268e-33,1.0,0.0
0,formal_parameter_block_01,0,78,79,candidate_2_shared_limits,1.0,candidate_2_shared_limits,5.127327627380871e-33,1.0,0.0
0,formal_parameter_block_01,0,79,80,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.2098087153240753e-28,1.0,0.0
0,formal_parameter_block_01,0,80,81,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.1291976486191793e-31,1.0,0.0
0,formal_parameter_block_01,0,81,82,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.8686296068967498e-28,1.0,0.0
0,formal_parameter_block_01,0,82,83,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.3209448635569112e-23,1.0,0.0
0,formal_parameter_block_01,0,83,84,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.1503543213727342e-28,1.0,0.0
0,formal_parameter_block_01,0,84,85,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.3791894433906227e-27,1.0,0.0
0,formal_parameter_block_01,0,85,86,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.7092402442513433e-29,1.0,0.0
0,formal_parameter_block_01,0,86,87,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.8447913184459114e-31,1.0,0.0
0,formal_parameter_block_01,0,87,88,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.4306045412885827e-35,1.0,0.0
0,formal_parameter_block_01,0,88,89,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.1236700161045105e-36,1.0,0.0
0,formal_parameter_block_01,0,89,90,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.1094423340551816e-37,1.0,0.0
0,formal_parameter_block_01,0,90,91,candidate_2_shared_limits,1.0,candidate_2_shared_limits,5.433347199229017e-27,1.0,0.0
0,formal_parameter_block_01,0,91,92,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.1035994676875662e-31,1.0,0.0
0,formal_parameter_block_01,0,92,93,candidate_2_shared_limits,1.0,candidate_2_shared_limits,5.170073878445788e-25,1.0,0.0
0,formal_parameter_block_01,0,93,94,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.863723596027235e-24,1.0,0.0
0,formal_parameter_block_01,0,94,95,candidate_2_shared_limits,1.0,candidate_2_shared_limits,9.117939163942434e-30,1.0,0.0
0,formal_parameter_block_01,0,95,96,candidate_2_shared_limits,1.0,candidate_2_shared_limits,7.321596036105007e-18,1.0,0.0
0,formal_parameter_block_01,0,96,97,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.2207163436146483e-28,1.0,0.0
0,formal_parameter_block_01,0,97,98,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.7499045943285013e-29,1.0,0.0
0,formal_parameter_block_01,0,98,99,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.8854871364466192e-25,1.0,0.0
0,formal_parameter_block_01,0,99,100,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.3699526658752885e-59,1.0,0.0
0,formal_parameter_block_01,0,100,101,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.703003883898448e-33,1.0,0.0
0,formal_parameter_block_01,0,101,102,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.663388606429475e-25,1.0,0.0
0,formal_parameter_block_01,0,102,103,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.749073065885255e-34,1.0,0.0
0,formal_parameter_block_01,0,103,104,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.067636268098907e-35,1.0,0.0
0,formal_parameter_block_01,0,104,105,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.3777241842299636e-34,1.0,0.0
0,formal_parameter_block_01,0,105,106,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.0254425380441082e-26,1.0,0.0
0,formal_parameter_block_01,0,106,107,candidate_2_shared_limits,1.0,candidate_2_shared_limits,5.3553329373587455e-40,1.0,0.0
0,formal_parameter_block_01,0,107,108,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.388222241037446e-27,1.0,0.0
0,formal_parameter_block_01,0,108,109,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.776102614706791e-36,1.0,0.0
0,formal_parameter_block_01,0,109,110,candidate_2_shared_limits,1.0,candidate_2_shared_limits,6.139888919305146e-35,1.0,0.0
0,formal_parameter_block_01,0,110,111,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.1585498953708038e-33,1.0,0.0
0,formal_parameter_block_01,0,111,112,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.8555081588286975e-33,1.0,0.0
0,formal_parameter_block_01,0,112,113,candidate_2_shared_limits,1.0,candidate_2_shared_limits,8.046008546971613e-29,1.0,0.0
0,formal_parameter_block_01,0,113,114,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.86699653161818e-29,1.0,0.0
0,formal_parameter_block_01,0,114,115,candidate_2_shared_limits,1.0,candidate_2_shared_limits,7.085502688388697e-32,1.0,0.0
0,formal_parameter_block_01,0,115,116,candidate_2_shared_limits,1.0,candidate_2_shared_limits,9.17095334135827e-36,1.0,0.0
0,formal_parameter_block_01,0,116,117,candidate_2_shared_limits,1.0,candidate_2_shared_limits,6.720179843251727e-35,1.0,0.0
0,formal_parameter_block_01,0,117,118,candidate_2_shared_limits,1.0,candidate_2_shared_limits,7.861935913401091e-38,1.0,0.0
0,formal_parameter_block_01,0,118,119,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.6270236156212305e-33,1.0,0.0
0,formal_parameter_block_01,0,119,120,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.3260303288050305e-26,1.0,0.0
0,formal_parameter_block_01,0,120,121,candidate_2_shared_limits,1.0,candidate_2_shared_limits,5.408653369064741e-37,1.0,0.0
0,formal_parameter_block_01,0,121,122,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.0306524393924028e-45,1.0,0.0
0,formal_parameter_block_01,0,122,123,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.112612423995541e-26,1.0,0.0
0,formal_parameter_block_01,0,123,124,candidate_2_shared_limits,1.0,candidate_2_shared_limits,8.028736455936926e-31,1.0,0.0
0,formal_parameter_block_01,0,124,125,candidate_2_shared_limits,1.0,candidate_2_shared_limits,8.015766424841631e-32,1.0,0.0
0,formal_parameter_block_01,0,125,126,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.798778305699224e-32,1.0,0.0
0,formal_parameter_block_01,0,126,127,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.8573150039713807e-31,1.0,0.0
0,formal_parameter_block_01,0,127,128,candidate_2_shared_limits,1.0,candidate_2_shared_limits,8.769004136287307e-37,1.0,0.0
0,formal_parameter_block_01,0,128,129,candidate_2_shared_limits,1.0,candidate_2_shared_limits,6.379721290554348e-40,1.0,0.0
0,formal_parameter_block_01,0,129,130,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.1819171441224646e-51,1.0,0.0
0,formal_parameter_block_01,0,130,131,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.5989302705393645e-37,1.0,0.0
0,formal_parameter_block_01,0,131,132,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.9990856900184945e-36,1.0,0.0
0,formal_parameter_block_01,0,132,133,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.136207588462658e-33,1.0,0.0
0,formal_parameter_block_01,0,133,134,candidate_2_shared_limits,1.0,candidate_2_shared_limits,5.850031469063273e-47,1.0,0.0
0,formal_parameter_block_01,0,134,135,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.904280368003903e-34,1.0,0.0
0,formal_parameter_block_01,0,135,136,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.083802913409514e-37,1.0,0.0
0,formal_parameter_block_01,0,136,137,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.135948071695424e-31,1.0,0.0
0,formal_parameter_block_01,0,137,138,candidate_2_shared_limits,1.0,candidate_2_shared_limits,7.49239480605727e-37,1.0,0.0
0,formal_parameter_block_01,0,138,139,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.424554951350647e-42,1.0,0.0
0,formal_parameter_block_01,0,139,140,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.2377190875496785e-29,1.0,0.0
0,formal_parameter_block_01,0,140,141,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.2863990232458902e-38,1.0,0.0
0,formal_parameter_block_01,0,141,142,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.753358095955147e-45,1.0,0.0
0,formal_parameter_block_01,0,142,143,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.9004828008958114e-40,1.0,0.0
0,formal_parameter_block_01,0,143,144,candidate_2_shared_limits,1.0,candidate_2_shared_limits,7.637551116713705e-33,1.0,0.0
0,formal_parameter_block_01,0,144,145,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.6525068036544887e-34,1.0,0.0
0,formal_parameter_block_01,0,145,146,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.7214120067071844e-37,1.0,0.0
0,formal_parameter_block_01,0,146,147,candidate_2_shared_limits,1.0,candidate_2_shared_limits,5.627045650128477e-35,1.0,0.0
0,formal_parameter_block_01,0,147,148,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.1424185949375536e-44,1.0,0.0
0,formal_parameter_block_01,0,148,149,candidate_2_shared_limits,1.0,candidate_2_shared_limits,5.324848745125826e-41,1.0,0.0
0,formal_parameter_block_01,0,149,150,candidate_2_shared_limits,1.0,candidate_2_shared_limits,8.967721275360956e-37,1.0,0.0
0,formal_parameter_block_01,0,150,151,candidate_2_shared_limits,1.0,candidate_2_shared_limits,8.23902431013958e-36,1.0,0.0
0,formal_parameter_block_01,0,151,152,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.476983677108708e-33,1.0,0.0
0,formal_parameter_block_01,0,152,153,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.9856643898140344e-40,1.0,0.0
0,formal_parameter_block_01,0,153,154,candidate_2_shared_limits,1.0,candidate_2_shared_limits,7.606278704506385e-61,1.0,0.0
0,formal_parameter_block_01,0,154,155,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.148202443229553e-27,1.0,0.0
0,formal_parameter_block_01,0,155,156,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.5116100077150376e-33,1.0,0.0
0,formal_parameter_block_01,0,156,157,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.6153746521896591e-43,1.0,0.0
0,formal_parameter_block_01,0,157,158,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.720090906860282e-41,1.0,0.0
0,formal_parameter_block_01,0,158,159,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.808511240200003e-36,1.0,0.0
0,formal_parameter_block_01,0,159,160,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.2180679692674948e-37,1.0,0.0
0,formal_parameter_block_01,0,160,161,candidate_2_shared_limits,1.0,candidate_2_shared_limits,9.936625274917269e-46,1.0,0.0
0,formal_parameter_block_01,0,161,162,candidate_2_shared_limits,1.0,candidate_2_shared_limits,9.006546621576258e-31,1.0,0.0
0,formal_parameter_block_01,0,162,163,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.9431621587651175e-36,1.0,0.0
0,formal_parameter_block_01,0,163,164,candidate_2_shared_limits,1.0,candidate_2_shared_limits,8.409716948362904e-35,1.0,0.0
0,formal_parameter_block_01,0,164,165,candidate_2_shared_limits,1.0,candidate_2_shared_limits,9.328456443354375e-54,1.0,0.0
0,formal_parameter_block_01,0,165,166,candidate_2_shared_limits,1.0,candidate_2_shared_limits,4.321989707011756e-39,1.0,0.0
0,formal_parameter_block_01,0,166,167,candidate_2_shared_limits,1.0,candidate_2_shared_limits,9.316433661885585e-37,1.0,0.0
0,formal_parameter_block_01,0,167,168,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.7918277285856596e-35,1.0,0.0
0,formal_parameter_block_01,0,168,169,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.4445017727862945e-32,1.0,0.0
0,formal_parameter_block_01,0,169,170,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.074467594643572e-41,1.0,0.0
0,formal_parameter_block_01,0,170,171,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.413266864807148e-42,1.0,0.0
0,formal_parameter_block_01,0,171,172,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.2338682057104815e-39,1.0,0.0
0,formal_parameter_block_01,0,172,173,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.7028790184162207e-50,1.0,0.0
0,formal_parameter_block_01,0,173,174,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.660359121763097e-36,1.0,0.0
0,formal_parameter_block_01,0,174,175,candidate_2_shared_limits,1.0,candidate_2_shared_limits,8.757687415152162e-41,1.0,0.0
0,formal_parameter_block_01,0,175,176,candidate_2_shared_limits,1.0,candidate_2_shared_limits,1.1046824254463444e-36,1.0,0.0
0,formal_parameter_block_01,0,176,177,candidate_2_shared_limits,1.0,candidate_2_shared_limits,2.3087485054935806e-32,1.0,0.0
0,formal_parameter_block_01,0,177,178,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.092981237059899e-38,1.0,0.0
0,formal_parameter_block_01,0,178,179,candidate_2_shared_limits,1.0,candidate_2_shared_limits,3.986808171542927e-36,1.0,0.0
0,formal_parameter_block_01,0,179,180,candidate_2_shared_limits,1.0,candidate_2_shared_limits,8.375747391265963e-39,1.0,0.0
0,formal_parameter_block_01,0,180,181,candidate_3_shared_limits,1.0,candidate_3_shared_limits,0.0,0.0,1.0
0,formal_parameter_block_01,0,181,182,candidate_3_shared_limits,1.0,candidate_3_shared_limits,0.0,0.0,1.0
0,formal_parameter_block_01,0,182,183,candidate_3_shared_limits,1.0,candidate_3_shared_limits,0.0,0.0,1.0
0,formal_parameter_block_01,0,183,184,candidate_3_shared_limits,1.0,candidate_3_shared_limits,0.0,0.0,1.0
0,formal_parameter_block_01,0,184,185,candidate_3_shared_limits,1.0,candidate_3_shared_limits,0.0,0.0,1.0
0,formal_parameter_block_01,0,185,186,candidate_3_shared_limits,1.0,candidate_3_shared_limits,0.0,0.0,1.0
0,formal_parameter_block_01,0,186,187,candidate_3_shared_limits,1.0,candidate_3_shared_limits,0.0,0.0,1.0
0,formal_parameter_block_01,0,187,188,candidate_3_shared_limits,1.0,candidate_3_shared_limits,0.0,0.0,1.0
0,formal_parameter_block_01,0,188,189,candidate_3_shared_limits,1.0,candidate_3_shared_limits,3.6642874765845685e-267,0.0,1.0
0,formal_parameter_block_01,0,189,190,candidate_3_shared_limits,1.0,candidate_3_shared_limits,6.874135612106357e-199,0.0,1.0
0,formal_parameter_block_01,0,190,191,candidate_3_shared_limits,1.0,candidate_3_shared_limits,1.3405169849274314e-210,0.0,1.0
0,formal_parameter_block_01,0,191,192,candidate_3_shared_limits,1.0,candidate_3_shared_limits,1.6368833499715745e-139,3.2771233118360786e-244,1.0
0,formal_parameter_block_01,0,192,193,candidate_3_shared_limits,1.0,candidate_3_shared_limits,2.2265798397484945e-116,3.556172919039778e-204,1.0
0,formal_parameter_block_01,0,193,194,candidate_3_shared_limits,1.0,candidate_3_shared_limits,1.0817966941143476e-114,3.826188603221812e-193,1.0
0,formal_parameter_block_01,0,194,195,candidate_3_shared_limits,1.0,candidate_3_shared_limits,2.364277299165059e-99,8.419074619495227e-162,1.0
0,formal_parameter_block_01,0,195,196,candidate_3_shared_limits,1.0,candidate_3_shared_limits,9.23356599924509e-104,4.219347604559968e-142,1.0
0,formal_parameter_block_01,0,196,197,candidate_3_shared_limits,1.0,candidate_3_shared_limits,9.988977231310348e-101,3.2357111294020423e-159,1.0
0,formal_parameter_block_01,0,197,198,candidate_3_shared_limits,1.0,candidate_3_shared_limits,5.537805912258865e-74,5.040626075746093e-131,1.0
0,formal_parameter_block_01,0,198,199,candidate_3_shared_limits,1.0,candidate_3_shared_limits,3.4666302729042535e-75,5.4370304807534936e-117,1.0
0,formal_parameter_block_01,0,199,200,candidate_3_shared_limits,1.0,candidate_3_shared_limits,2.940268007181142e-58,1.384700673893707e-93,1.0
0,formal_parameter_block_01,0,200,201,candidate_3_shared_limits,1.0,candidate_3_shared_limits,9.722065820790684e-55,4.7114955921916125e-87,1.0
0,formal_parameter_block_01,0,201,202,candidate_3_shared_limits,1.0,candidate_3_shared_limits,2.818216211363882e-39,1.2951357006390672e-63,1.0
0,formal_parameter_block_01,0,202,203,candidate_3_shared_limits,1.0,candidate_3_shared_limits,1.3409924095755551e-53,1.874678468765111e-83,1.0
0,formal_parameter_block_01,0,203,204,candidate_3_shared_limits,1.0,candidate_3_shared_limits,1.2483322966079377e-53,3.4499854751401036e-80,1.0
0,formal_parameter_block_01,0,204,205,candidate_3_shared_limits,1.0,candidate_3_shared_limits,5.215951952590818e-47,2.958559949588373e-76,1.0
0,formal_parameter_block_01,0,205,206,candidate_3_shared_limits,1.0,candidate_3_shared_limits,6.484285391452154e-48,1.4062625781074648e-75,1.0
