block_id,trial_index,day_number,candidate_1_shared_limits,candidate_2_shared_limits,candidate_3_shared_limits
formal_joint_block_01,0,29,1.7445256059327598e-08,0.9999999825543201,4.2382121841891465e-13
formal_joint_block_01,0,30,4.399323776858486e-16,0.9999999999919689,8.030566331178159e-12
formal_joint_block_01,0,31,1.0816618469709802e-08,0.9999999891833814,2.255065514420542e-16
formal_joint_block_01,0,32,1.2580153220710647e-05,0.9999874198467589,2.0320691846911968e-14
formal_joint_block_01,0,33,8.033511254987878e-06,0.9999919664850949,3.649901658434299e-12
formal_joint_block_01,0,34,1.36256281670315e-05,0.9999863743444917,2.7341247188303174e-11
formal_joint_block_01,0,35,9.550101303843781e-12,0.9999999975447924,2.445657497233062e-09
formal_joint_block_01,0,36,1.440441819347068e-08,0.9999999855935995,1.9824318509864007e-12
formal_joint_block_01,0,37,7.69844708186563e-09,0.9999999922977505,3.802558818150101e-12
formal_joint_block_01,0,38,0.001696907015037821,0.9983030929816177,3.34459287182693e-12
formal_joint_block_01,0,39,4.985197647453727e-08,0.9999999410899307,9.058092845941466e-09
formal_joint_block_01,0,40,5.207296895978505e-10,0.9999999806708881,1.8808382156149566e-08
formal_joint_block_01,0,41,2.5452462197027858e-49,0.9999999794054147,2.0594585358941034e-08
formal_joint_block_01,0,42,1.5502360770255454e-34,0.9999999999999224,7.759980589583047e-14
formal_joint_block_01,0,43,5.169426853801815e-13,0.9999999999994644,1.8487041235697355e-14
formal_joint_block_01,0,44,0.00982699014561509,0.9901730098543848,1.0848642996974968e-21
formal_joint_block_01,0,45,5.475140712873709e-11,0.999999999945242,6.421642250079287e-15
formal_joint_block_01,0,46,8.868606244968713e-29,1.0,1.8187502744098946e-19
formal_joint_block_01,0,47,1.2728225239328962e-14,0.9999999999999873,1.1028403858967375e-20
formal_joint_block_01,0,48,2.910868659324669e-14,0.9999999999999709,2.195372396925809e-21
formal_joint_block_01,0,49,1.685375885600837e-11,0.9999999999831463,2.2106926832556115e-23
formal_joint_block_01,0,50,1.690039443150774e-08,0.9999999830996057,3.1753251940929e-20
formal_joint_block_01,0,51,2.404247813718355e-16,0.9999999999999993,4.336971895289799e-16
formal_joint_block_01,0,52,4.345352357203872e-15,0.9999999999999956,2.9278761482466655e-19
formal_joint_block_01,0,53,1.4981764916539334e-17,1.0,8.822852393095124e-19
formal_joint_block_01,0,54,3.3848085112600826e-21,1.0,7.845028014558271e-20
formal_joint_block_01,0,55,4.488274790603136e-18,1.0,7.413309759055207e-23
formal_joint_block_01,0,56,4.2673686764320303e-69,1.0,9.904984113495598e-19
formal_joint_block_01,0,57,8.370009963230443e-19,1.0,8.944249471654073e-28
formal_joint_block_01,0,58,1.6112687702684928e-13,0.9999999999998388,6.644267829358269e-30
formal_joint_block_01,0,59,2.8838648435471105e-25,1.0,4.459153464402476e-29
formal_joint_block_01,0,60,5.492992584495852e-25,1.0,1.4247559616890275e-30
formal_joint_block_01,0,61,3.757845147160173e-25,1.0,6.669284932644169e-31
formal_joint_block_01,0,62,2.916525142460567e-24,1.0,8.487777104140769e-32
formal_joint_block_01,0,63,1.2658020744642923e-29,1.0,5.170391305717376e-31
formal_joint_block_01,0,64,4.744696331893138e-26,1.0,5.243622241053253e-34
formal_joint_block_01,0,65,2.51162007738391e-29,0.9999999999999999,5.534429868670374e-33
formal_joint_block_01,0,66,1.8749077030200548e-23,0.9999999999999998,1.5840262822007673e-35
formal_joint_block_01,0,67,1.2391044325034078e-22,1.0,5.294213561049608e-34
formal_joint_block_01,0,68,8.116570128791184e-28,1.0,7.664268191873996e-33
formal_joint_block_01,0,69,6.416369049620932e-29,1.0,1.065899001628249e-33
formal_joint_block_01,0,70,1.0913628613804526e-26,1.0,1.0527637636299618e-36
formal_joint_block_01,0,71,8.2102553763449e-20,0.9999999999999999,1.9215029424413993e-38
formal_joint_block_01,0,72,2.6150181876595742e-20,0.9999999999999999,1.5838479828113315e-32
formal_joint_block_01,0,73,5.32422089018944e-27,1.0,1.1855497725784103e-29
formal_joint_block_01,0,74,3.136862183153876e-22,1.0,6.978435400446598e-34
formal_joint_block_01,0,75,1.5348407161827868e-25,1.0000000000000002,1.080041978563543e-31
formal_joint_block_01,0,76,3.0248440442451953e-38,1.0,2.5804337370138857e-30
formal_joint_block_01,0,77,1.1305214795824355e-32,1.0,1.0841696513072804e-36
formal_joint_block_01,0,78,2.8237786537472043e-34,1.0,1.9796061314223632e-38
formal_joint_block_01,0,79,9.320915239122002e-24,1.0,4.841347648500985e-41
formal_joint_block_01,0,80,6.589798959115226e-20,1.0,3.945445432176233e-37
formal_joint_block_01,0,81,8.227413268169937e-16,0.9999999999999992,1.5059362121998345e-33
formal_joint_block_01,0,82,1.6466307161274407e-22,1.0,2.0385254431511595e-28
formal_joint_block_01,0,83,1.692070106953639e-23,1.0,1.870941168783402e-29
formal_joint_block_01,0,84,1.526304284846209e-27,1.0,1.7896457425100631e-29
formal_joint_block_01,0,85,2.3750316409912012e-29,1.0,1.8498264425219295e-31
formal_joint_block_01,0,86,1.0698817539261256e-21,1.0,1.9886495745138182e-34
formal_joint_block_01,0,87,4.58673137752114e-21,1.0,8.192384765729528e-32
formal_joint_block_01,0,88,5.301100274155783e-17,1.0,7.153095590058342e-31
formal_joint_block_01,0,89,1.5295547303610297e-23,1.0,7.179217931622424e-27
formal_joint_block_01,0,90,4.7766560597292494e-27,1.0,2.1018119910544076e-28
formal_joint_block_01,0,91,2.8267074341453007e-18,1.0,2.579910544254123e-30
formal_joint_block_01,0,92,3.1205461104985753e-25,1.0,6.3355059727250276e-27
formal_joint_block_01,0,93,1.3257294456182564e-20,1.0,3.5153075657008937e-31
formal_joint_block_01,0,94,1.5705232294097729e-30,0.9999999999999999,1.2444366200453195e-27
formal_joint_block_01,0,95,1.3969475840886005e-19,1.0,8.918701559480149e-34
formal_joint_block_01,0,96,7.957750077833094e-18,1.0,2.9370082969244144e-31
formal_joint_block_01,0,97,2.1593564442464055e-17,1.0,3.9243467265413285e-28
formal_joint_block_01,0,98,1.638993158005426e-32,1.0,8.175947229897672e-25
formal_joint_block_01,0,99,4.5680607433893706e-27,1.0,2.388848033423211e-29
formal_joint_block_01,0,100,1.0701449389470411e-16,1.0,5.553341417002332e-33
formal_joint_block_01,0,101,4.277684551078048e-25,1.0,6.959480989507043e-29
formal_joint_block_01,0,102,1.1392766714898314e-16,0.9999999999999999,7.582581588529965e-33
formal_joint_block_01,0,103,8.883996047487647e-24,1.0,3.5892421794332504e-27
formal_joint_block_01,0,104,8.593490889414934e-16,0.9999999999999991,1.915809599466589e-27
formal_joint_block_01,0,105,5.338369457423907e-46,1.0,8.621757647967331e-23
formal_joint_block_01,0,106,2.9443171862868087e-97,1.0,1.762510476060276e-27
formal_joint_block_01,0,107,2.492515510531251e-39,1.0,5.512855593928644e-29
formal_joint_block_01,0,108,4.6234673213090334e-05,0.9999537653267869,1.3917988313071768e-36
formal_joint_block_01,0,109,1.5309224852313626e-13,0.9999999999998469,2.6021271716971957e-33
formal_joint_block_01,0,110,4.947341989468959e-33,1.0,1.1314461095453332e-31
formal_joint_block_01,0,111,9.044354670871377e-44,1.0,1.6888582008595616e-34
formal_joint_block_01,0,112,2.4149477886920282e-29,1.0,9.874094841927903e-42
formal_joint_block_01,0,113,5.146531400808396e-30,0.9999999999999999,5.83949384949405e-41
formal_joint_block_01,0,114,5.688193442956546e-25,1.0,6.081574462395083e-41
formal_joint_block_01,0,115,1.6170050968549616e-18,1.0,3.080085010921031e-38
formal_joint_block_01,0,116,1.8018533602055712e-22,1.0,9.247462404967992e-33
formal_joint_block_01,0,117,2.499376350158701e-47,1.0,1.3477923565954056e-27
formal_joint_block_01,0,118,2.0165322479130423e-34,0.9999999999999999,1.876018791951527e-41
formal_joint_block_01,0,119,3.579456870407635e-30,1.0,1.217548102328474e-41
formal_joint_block_01,0,120,4.183629420577767e-48,1.0,6.13039550070491e-38
formal_joint_block_01,0,121,2.4679439862634043e-38,1.0,6.092346632216157e-48
formal_joint_block_01,0,122,4.451467166809642e-48,1.0,3.297907415240064e-46
formal_joint_block_01,0,123,1.1529504060284331e-29,1.0,1.1373150308754554e-48
formal_joint_block_01,0,124,9.466443032980526e-23,1.0,2.0717783260281122e-46
formal_joint_block_01,0,125,7.199584711867994e-16,0.9999999999999992,2.190986932646514e-43
formal_joint_block_01,0,126,2.2323610636468944e-20,1.0,2.377944667555611e-34
formal_joint_block_01,0,127,3.215569326064242e-18,1.0,7.872172601262319e-33
formal_joint_block_01,0,128,2.1032418161542273e-19,1.0,1.5057334150982106e-29
formal_joint_block_01,0,129,2.1162820172891019e-22,1.0,4.382754048158705e-28
formal_joint_block_01,0,130,3.0394130591800277e-18,1.0,3.334119218030909e-29
formal_joint_block_01,0,131,6.295230458159096e-21,0.9999999999999999,5.107288582491294e-27
formal_joint_block_01,0,132,7.964191423371569e-19,1.0,1.0394226760677118e-27
formal_joint_block_01,0,133,7.801905027807387e-25,1.0,7.63060814521816e-26
formal_joint_block_01,0,134,2.778914790461095e-18,1.0,3.889625820788239e-29
formal_joint_block_01,0,135,2.820608188477512e-18,1.0,6.096378311493212e-27
formal_joint_block_01,0,136,5.015796274707842e-18,1.0,2.3496434230613723e-26
formal_joint_block_01,0,137,1.0823062672066321e-20,1.0,2.1563307793410284e-25
formal_joint_block_01,0,138,3.488745269751186e-25,1.0,1.1659853860713142e-25
formal_joint_block_01,0,139,1.3153993317501793e-21,1.0,8.704353309671904e-29
formal_joint_block_01,0,140,2.6682407526805684e-10,0.999999999733176,5.481118319761708e-29
formal_joint_block_01,0,141,1.0629565457238466e-09,0.9999999989370435,2.2520448628545294e-22
formal_joint_block_01,0,142,3.5282927603721643e-15,0.9999999999999964,7.544086161359506e-19
formal_joint_block_01,0,143,5.156780611186575e-26,1.0,4.604235432390146e-19
formal_joint_block_01,0,144,1.2289276800578523e-16,0.9999999999999999,1.5786186587978597e-25
formal_joint_block_01,0,145,4.655851370444994e-17,1.0,5.103235082354283e-24
formal_joint_block_01,0,146,3.4899927508054984e-29,1.0,1.3769170361986558e-21
formal_joint_block_01,0,147,1.5129927357725832e-34,1.0,1.8606679067769837e-26
formal_joint_block_01,0,148,6.253273207547943e-15,0.9999999999999938,5.011483178357674e-34
formal_joint_block_01,0,149,7.914693239429617e-20,1.0,2.1113139907125627e-27
formal_joint_block_01,0,150,1.1317897717329392e-26,0.9999999999999999,1.0872457071064679e-26
formal_joint_block_01,0,151,3.51589759502559e-24,1.0,4.8954323844063005e-30
formal_joint_block_01,0,152,2.0221407579053804e-18,1.0,8.775294960568552e-31
formal_joint_block_01,0,153,5.443746760734718e-19,1.0,2.4127081029686872e-28
formal_joint_block_01,0,154,2.3069173366957275e-13,0.9999999999997693,7.353917175172559e-28
formal_joint_block_01,0,155,5.855568491784897e-29,1.0,1.1710896026143263e-21
formal_joint_block_01,0,156,1.6984677335318534e-16,0.9999999999999998,1.5431940305383765e-29
formal_joint_block_01,0,157,7.632615565990518e-21,1.0,1.3004355015232019e-25
formal_joint_block_01,0,158,2.240428216034787e-19,1.0,2.169588753889214e-27
formal_joint_block_01,0,159,1.762015254053931e-27,1.0,4.499755934160486e-25
formal_joint_block_01,0,160,2.086504628735361e-18,1.0,2.2280525900157674e-30
formal_joint_block_01,0,161,1.138369997833115e-18,1.0,7.679671456052505e-28
formal_joint_block_01,0,162,9.20948825013797e-16,0.9999999999999991,4.9630559248714745e-27
formal_joint_block_01,0,163,2.6206204468242158e-12,0.9999999999973793,1.3543578633636795e-24
formal_joint_block_01,0,164,2.5242711087252953e-13,0.9999999999997478,2.4456037568042485e-21
formal_joint_block_01,0,165,2.868757508921874e-20,1.0,2.0516403297691504e-20
formal_joint_block_01,0,166,5.981831529306686e-20,1.0,6.030853442639774e-23
formal_joint_block_01,0,167,4.3760079307983e-17,1.0,2.5038612522668674e-24
formal_joint_block_01,0,168,4.977388888765918e-25,1.0,1.684569196718151e-22
formal_joint_block_01,0,169,9.99927128420397e-21,1.0,6.668084235212586e-27
formal_joint_block_01,0,170,5.7352165435420156e-30,1.0,3.2035654155317172e-25
formal_joint_block_01,0,171,1.2449194820110823e-21,1.0,2.6511623513153372e-31
formal_joint_block_01,0,172,6.181824200222143e-16,0.9999999999999993,3.7158055579764254e-30
formal_joint_block_01,0,173,1.731790321184001e-30,0.9999999999999999,8.469769615763425e-25
formal_joint_block_01,0,174,4.585513694072593e-31,1.0,1.6513345777965045e-30
formal_joint_block_01,0,175,3.0949265699115504e-26,1.0,1.8717980476973388e-34
formal_joint_block_01,0,176,1.636189595232573e-23,1.0,3.811904113268853e-34
formal_joint_block_01,0,177,1.4560544486572352e-18,1.0,2.7106183942387045e-33
formal_joint_block_01,0,178,3.988808587303577e-20,1.0,9.676189812532823e-30
formal_joint_block_01,0,179,1.9645235662465645e-20,1.0,1.0307716386973316e-28
formal_joint_block_01,0,180,1.2806865166891786e-14,0.9999999999999872,2.458991892273166e-28
formal_joint_block_01,0,181,0.0,0.0,1.0
formal_joint_block_01,0,182,0.0,0.0,1.0
formal_joint_block_01,0,183,0.0,0.0,1.0
formal_joint_block_01,0,184,0.0,0.0,1.0
formal_joint_block_01,0,185,0.0,8.74991002363139e-270,0.9999999999999999
formal_joint_block_01,0,186,1.952779216143316e-309,9.491335655882066e-281,1.0
formal_joint_block_01,0,187,1.4550767779900656e-268,6.913361578181239e-298,1.0
formal_joint_block_01,0,188,2.8722378628275888e-272,6.50027280685366e-292,1.0
formal_joint_block_01,0,189,1.6323567609655042e-200,1.1906172935153919e-244,1.0
formal_joint_block_01,0,190,2.292709759723186e-163,1.6819829131240384e-165,1.0
formal_joint_block_01,0,191,8.888097154753997e-140,2.0452647111000792e-134,1.0000000000000002
formal_joint_block_01,0,192,6.294335529889397e-115,1.9600704866064057e-131,1.0
formal_joint_block_01,0,193,1.7919594682258872e-212,1.6473988783311961e-128,1.0
formal_joint_block_01,0,194,8.531586468496474e-137,1.3292446036655864e-150,1.0
formal_joint_block_01,0,195,3.152405997510611e-57,1.5619005286998687e-107,1.0
formal_joint_block_01,0,196,1.3935409708716568e-87,2.2643324041322493e-108,1.0
formal_joint_block_01,0,197,1.323114651941872e-69,1.3550558513963327e-63,1.0
formal_joint_block_01,0,198,1.0304015286123076e-61,6.2994369671844154e-71,1.0
formal_joint_block_01,0,199,3.006723089772422e-97,6.084674801090046e-81,1.0000000000000002
formal_joint_block_01,0,200,9.121484260082644e-85,4.14137131193468e-74,1.0
formal_joint_block_01,0,201,3.580039243390511e-74,3.6155647106226316e-99,1.0
formal_joint_block_01,0,202,4.078192811771212e-93,1.408769060108505e-73,1.0
formal_joint_block_01,0,203,7.28275298932505e-61,7.198182785156353e-75,1.0
formal_joint_block_01,0,204,4.4290792708705485e-48,4.5817576344498633e-66,1.0
formal_joint_block_01,0,205,2.5808257456555052e-65,6.624479795797998e-82,1.0
formal_joint_block_01,0,206,7.318549404562199e-71,1.9168519226399965e-67,1.0
formal_joint_block_01,0,207,1.1744072169849471e-64,1.3271066492207276e-60,1.0
formal_joint_block_01,0,208,4.8435640441591e-63,1.9091112433112235e-43,1.0
formal_joint_block_01,0,209,7.427027813632839e-53,5.173754126625925e-59,1.0
formal_joint_block_01,0,210,1.3226712344529731e-42,1.835325389797879e-53,1.0
formal_joint_block_01,0,211,3.067614586854452e-61,3.9591786668242456e-67,1.0
formal_joint_block_01,0,212,3.6733056326061915e-41,8.091408760962628e-35,1.0
formal_joint_block_01,0,213,1.7776555925025156e-49,1.1913011295349075e-49,1.0
formal_joint_block_01,0,214,1.835283938748813e-43,7.158135521950342e-51,1.0
formal_joint_block_01,0,215,2.953088797265945e-52,2.2857773098252625e-52,1.0
formal_joint_block_01,0,216,9.275866306346304e-33,5.5834311005113654e-39,1.0
formal_joint_block_01,0,217,3.5955872515554425e-36,1.0475473737222553e-40,1.0
formal_joint_block_01,0,218,2.725869019326219e-39,5.134816840599417e-45,1.0
formal_joint_block_01,0,219,1.113561119638567e-44,2.2071299054123285e-48,1.0
formal_joint_block_01,0,220,7.541309410400048e-45,1.5490569666297694e-48,1.0
formal_joint_block_01,0,221,8.713418041577034e-55,5.382020654897842e-62,1.0
formal_joint_block_01,0,222,4.4804108003295254e-52,3.961064543870705e-46,1.0
formal_joint_block_01,0,223,1.352383745472801e-35,1.2330720209211153e-37,1.0
formal_joint_block_01,0,224,8.075126627194625e-42,7.326700743610384e-41,1.0
formal_joint_block_01,0,225,5.379813160173278e-33,4.6706879303700616e-34,1.0
formal_joint_block_01,0,226,5.087064653728318e-41,7.779098489190101e-42,1.0
formal_joint_block_01,0,227,3.269488351464261e-45,2.3197488753881205e-43,1.0
formal_joint_block_01,0,228,6.682158431583894e-44,1.4385981550304314e-42,1.0
formal_joint_block_01,0,229,1.0701670291494793e-29,7.696427819250484e-30,1.0
formal_joint_block_01,0,230,1.0530425888440379e-36,2.2758778249014315e-38,1.0
formal_joint_block_01,0,231,4.307862846048909e-44,7.431870528455685e-49,1.0
formal_joint_block_01,0,232,1.335551591307062e-46,9.062281213173436e-43,1.0
formal_joint_block_01,0,233,9.124356597269379e-41,8.398788487286853e-39,1.0
formal_joint_block_01,0,234,2.535530366959417e-50,6.045937009419664e-58,1.0
formal_joint_block_01,0,235,3.6953264297370266e-23,5.384830970584206e-20,1.0000000000000002
formal_joint_block_01,0,236,1.474719438215929e-47,1.0041804987619902e-38,1.0
formal_joint_block_01,0,237,1.0031134140426836e-48,3.2954943667288216e-35,1.0
formal_joint_block_01,0,238,1.3466779320065772e-56,1.2284416108741922e-55,1.0
formal_joint_block_01,0,239,7.328093338263204e-44,4.83615450559906e-40,1.0
formal_joint_block_01,0,240,6.704104377664815e-56,1.2748228888621494e-60,1.0
formal_joint_block_01,0,241,1.5690341123976884e-25,2.753442917003471e-25,1.0
formal_joint_block_01,0,242,1.286177724073746e-37,1.5208198042977535e-31,1.0
formal_joint_block_01,0,243,2.1488517411633824e-42,4.5659419238780065e-31,1.0
formal_joint_block_01,0,244,1.0621545605351821e-48,4.266910938224142e-40,1.0
formal_joint_block_01,0,245,2.378237662029319e-47,8.690732214112315e-45,1.0
formal_joint_block_01,0,246,1.6245665649940936e-34,1.2968435587609367e-30,1.0
formal_joint_block_01,0,247,3.434984345777322e-54,1.0309566386084366e-49,1.0
formal_joint_block_01,0,248,2.5938247580463468e-39,4.97395056491251e-33,0.9999999999999999
formal_joint_block_01,0,249,1.2452301222733603e-34,5.0030787544394216e-39,1.0
formal_joint_block_01,0,250,2.837291316594235e-40,2.035366932048232e-40,1.0
formal_joint_block_01,0,251,2.6152894579594447e-48,1.726261382237311e-48,1.0
formal_joint_block_01,0,252,1.3702314004286815e-28,2.9282794114883457e-23,1.0
formal_joint_block_01,0,253,4.724548056771066e-40,2.648121693923784e-40,1.0
formal_joint_block_01,0,254,1.3143872459948108e-44,4.831505248591242e-39,1.0
formal_joint_block_01,0,255,4.074353596050006e-41,2.55974394746043e-37,1.0
formal_joint_block_01,0,256,6.1893949951611696e-24,2.93361672642567e-24,1.0
formal_joint_block_01,0,257,2.618899036162738e-29,5.766255766627782e-29,1.0
formal_joint_block_01,0,258,1.8899573843360188e-33,2.6770777703994744e-38,1.0
formal_joint_block_01,0,259,4.0682528813157886e-36,2.358549075299728e-41,1.0
formal_joint_block_01,0,260,1.6103604795800342e-32,2.0779235485131708e-38,1.0
formal_joint_block_01,0,261,2.026969698269915e-38,1.9247120861784615e-41,1.0
formal_joint_block_01,0,262,7.392631247749126e-43,1.691678654157602e-44,1.0
formal_joint_block_01,0,263,4.658522756099552e-33,2.9980570313671457e-39,1.0
formal_joint_block_01,0,264,9.131629039800659e-45,2.7391667207592576e-46,1.0
formal_joint_block_01,0,265,1.345348099812147e-32,1.3509946706956798e-32,1.0
formal_joint_block_01,0,266,3.281467177748833e-28,1.0504444967475519e-29,1.0
formal_joint_block_01,0,267,2.0007376118840885e-37,1.3029421107768671e-41,1.0
formal_joint_block_01,0,268,1.346213681305594e-44,2.2470850791065214e-42,1.0
formal_joint_block_01,0,269,4.25360763606215e-39,7.23641252389989e-45,1.0
formal_joint_block_01,0,270,1.4201636744631785e-119,2.822461599064644e-63,1.0
formal_joint_block_01,0,271,4.0076721740945054e-78,6.751368350391307e-75,1.0
formal_joint_block_01,0,272,9.249976528263618e-50,4.802734841739174e-59,1.0
formal_joint_block_01,0,273,3.3248800300050215e-47,5.165055034425755e-60,1.0
formal_joint_block_01,0,274,4.72380643690144e-65,2.958497267080436e-78,1.0
formal_joint_block_01,0,275,1.1535779666821732e-44,1.0470449796591843e-33,1.0
formal_joint_block_01,0,276,3.8397455215422525e-68,2.7130530175619e-61,1.0
formal_joint_block_01,0,277,2.505148394309167e-49,9.839194479210109e-50,1.0
formal_joint_block_01,0,278,4.687365844986892e-100,3.4910658131512954e-63,1.0
formal_joint_block_01,0,279,4.012244909181943e-77,1.2073842435543495e-90,1.0
formal_joint_block_01,0,280,5.101856376755142e-21,5.720686864074941e-40,1.0
formal_joint_block_01,0,281,1.0503486896275023e-41,3.105312958595372e-34,1.0
formal_joint_block_01,0,282,8.209558031385484e-36,2.454198252435887e-30,1.0
formal_joint_block_01,0,283,9.630130075235533e-41,8.198019039853229e-42,1.0
formal_joint_block_01,0,284,3.7152422168948168e-47,2.6253906712826882e-46,1.0
formal_joint_block_01,0,285,1.5820031039046024e-31,6.059666031704508e-34,0.9999999999999999
formal_joint_block_01,0,286,1.5337607131233855e-33,3.4000014960240823e-34,1.0
formal_joint_block_01,0,287,9.448605951531067e-23,4.896707444782628e-28,1.0
formal_joint_block_01,0,288,1.1876246122035873e-54,1.1660664596506084e-36,1.0
formal_joint_block_01,0,289,2.750855777136101e-43,5.690062930796476e-40,1.0
formal_joint_block_01,0,290,5.438127981619537e-51,2.0767654824378757e-57,1.0
formal_joint_block_01,0,291,7.769571195728467e-41,3.823464449587435e-30,1.0
formal_joint_block_01,0,292,9.133408940152421e-51,1.4417292385167304e-43,1.0
formal_joint_block_01,0,293,2.187501621300468e-37,7.077738620600334e-28,1.0
formal_joint_block_01,0,294,1.1730933157223177e-62,1.6863423143076127e-50,0.9999999999999999
formal_joint_block_01,0,295,4.394241510641858e-36,1.788970130743553e-25,1.0
formal_joint_block_01,0,296,5.2915915506456075e-42,1.0687113087103673e-32,1.0
formal_joint_block_01,0,297,4.609661016486559e-38,6.536787382653205e-34,1.0
formal_joint_block_01,0,298,3.470091392844636e-45,7.397911467180287e-51,1.0
formal_joint_block_01,0,299,7.899467951730867e-24,2.516610736393968e-21,0.9999999999999999
formal_joint_block_01,0,300,1.154151935704678e-30,2.0436881990405167e-28,1.0
formal_joint_block_01,0,301,1.323985979928422e-31,4.699603328211959e-27,1.0
formal_joint_block_01,0,302,1.958926844110056e-99,9.44103417537195e-40,1.0
formal_joint_block_01,0,303,9.717854729442881e-150,2.7865959630260666e-78,1.0
formal_joint_block_01,0,304,1.1632536133917513e-44,1.0892493633527516e-45,1.0
formal_joint_block_01,0,305,1.2131671119021437e-37,2.581048921732423e-48,1.0
formal_joint_block_01,0,306,7.501392972849157e-34,7.629503388908173e-51,1.0
formal_joint_block_01,0,307,7.960775522584392e-34,1.1998479244519342e-49,1.0
formal_joint_block_01,0,308,1.1131655259866166e-48,2.917463636697421e-49,1.0
formal_joint_block_01,0,309,3.265708699687348e-39,9.084136995242091e-43,0.9999999999999999
formal_joint_block_01,0,310,2.39360164421998e-35,1.2749493889980253e-39,1.0
formal_joint_block_01,0,311,4.19760583694097e-25,1.4068539324549398e-28,1.0
formal_joint_block_01,0,312,1.8265519007689804e-34,5.499088365356815e-34,1.0
formal_joint_block_01,0,313,9.607023389736844e-38,7.025461502380162e-35,1.0
formal_joint_block_01,0,314,4.846462680975163e-35,3.1285327663421317e-40,1.0
formal_joint_block_01,0,315,5.339928478447513e-34,7.854342882861752e-36,1.0
formal_joint_block_01,0,316,2.3682429741499977e-32,4.526086742973303e-34,1.0
formal_joint_block_01,0,317,2.326042702011186e-17,6.548881064023846e-21,1.0
formal_joint_block_01,0,318,2.6653236773025046e-21,2.659718077553696e-19,1.0
formal_joint_block_01,0,319,4.101391582324207e-19,1.0104980158067552e-19,1.0
formal_joint_block_01,0,320,1.6398359087053712e-27,4.215988686907581e-25,1.0000000000000002
formal_joint_block_01,0,321,2.486384741108333e-28,3.6676624524019954e-29,1.0
formal_joint_block_01,0,322,1.6365448573186832e-27,4.3454248728709286e-26,1.0
formal_joint_block_01,0,323,1.3236301894592417e-26,1.972459961536195e-27,1.0
formal_joint_block_01,0,324,3.821344519393133e-28,5.379702970688293e-32,1.0
formal_joint_block_01,0,325,2.9272176896679434e-25,1.365406483389282e-26,1.0
formal_joint_block_01,0,326,7.369870366956768e-23,4.3478480701857975e-24,1.0
formal_joint_block_01,0,327,2.826423541075771e-23,1.2747268908187199e-26,1.0
formal_joint_block_01,0,328,2.627539079763382e-79,6.359086313251763e-35,0.9999999999999999
formal_joint_block_01,0,329,3.566784641881931e-51,1.8100076387893298e-45,1.0
formal_joint_block_01,0,330,8.172780748986372e-26,2.6775901791555794e-40,1.0
formal_joint_block_01,0,331,2.0905634484253488e-30,1.565359794862063e-39,1.0
