gauge_id;for_pc_use;cly_pc_uav;slt_pc_uav;snd_pc_uav
01549500;28.95602693;5.318453925;11.52331684;13.00066515
01550000;72.47903359;13.04622605;28.2668231;31.16598444
01552000;88.87689563;15.99784121;34.66198929;38.21706512
01552500;20.01470648;3.802794232;8.005882594;8.206029659
01557500;59.47205059;11.41382789;24.62983913;24.62983913
01567500;53.70928463;10.3078425;22.24323909;21.70072106
01568000;93.64392671;17.97206674;38.78182823;37.83592998
01580000;62.61857194;15.86337156;30.89182882;36.73622887
01583500;43.33032912;11.76108933;22.90317396;26.61720217
01586610;34.88451063;9.335291578;18.17925202;22.1099011
01591400;13.42878254;4.648424726;9.555095269;11.62106181
01594950;2.67317539;0.545545998;1.091091996;1.091091996
01596500;46.56107266;9.120210108;19.20044233;19.68045339
01605500;80.19634556;16.03926911;31.27657477;32.88050168
01606500;96.4812643;19.69005394;38.39560518;40.36461057
01632000;89.65885347;19.0763518;37.19888602;39.1065212
01632900;62.87157321;16.50378797;31.4357866;30.64989194
01634500;84.10384166;18.2080482;33.81494665;34.68199656
01638480;33.15627057;14.20983024;32.36683555;32.36683555
01639500;49.11478505;15.81662569;33.29815936;34.13061334
01644000;64.94974688;17.13951654;36.98527253;36.08319271
01664000;93.52397985;19.68925892;38.39405489;40.36298078
01666500;86.68043913;18.64095465;34.4857661;39.14600477
01667500;87.74677637;20.02915548;36.24323372;39.10454164
01669000;44.15970576;7.739329875;16.84442385;20.94171613
01669520;87.53805118;14.8814687;31.51369842;42.01826457
02011400;91.12119445;17.487906;35.89622812;38.65747643
02013000;97.75318054;19.74811728;37.52142283;41.47104629
02014000;84.96876281;17.16540663;33.47254293;36.04735392
02015700;88.75479439;15.97586299;33.72682187;38.16456159
02016000;97.36830977;18.49997886;36.99995771;41.8683732
02017500;92.13207427;18.42641485;35.01018822;38.69547119
02018000;90.07030007;18.01406001;34.22671403;36.92882303
02027000;83.85809157;15.9330374;30.18891297;37.73614121
02027500;58.65675196;11.60914883;21.99628198;28.10636031
02028500;86.8884641;17.37769282;33.01761636;36.49315492
02038850;63.09255957;12.74597163;23.58004752;27.40383901
02046000;98.07030804;19.61406161;33.34390473;45.1123417
02051500;91.76630507;19.73468926;34.53570621;45.3897853
02053200;69.08742414;15.45376593;31.8165769;43.63416261
02053800;72.56234417;16.21073646;28.56177377;32.42147293
02055100;12.49859522;3.884698514;6.080397674;6.924897351
02056900;92.57540851;19.48955969;35.08120744;41.90255333
02059500;77.960265;19.26077135;33.01846518;39.4387223
02064000;88.00336901;19.05227577;31.75379294;39.91905398
02065500;84.81054939;16.78542123;31.80395602;39.75494503
02069700;77.46656887;17.49245104;30.82003278;34.98490207
02070000;92.85669613;20.31240228;34.82126105;41.59206181
02074500;50.6452249;19.69536524;32.82560873;41.26647955
02077200;17.39740957;7.30691202;12.1781867;15.30972042
02081500;58.55161161;20.15711219;33.59518699;42.23394936
02082950;89.3459088;18.80966501;31.97643052;43.26222952
02092500;58.43579079;17.18699729;31.79594499;36.95204417
02096846;7.185745904;1.658249055;2.763748425;3.39546235
02102908;57.66673723;14.20774685;27.57974389;42.62324056
02108000;29.96122291;17.97673375;34.95476006;46.93924922
02111180;82.21054956;16.44210991;30.41790334;35.35053631
02111500;80.25560527;16.71991777;30.93184787;36.78381908
02112120;91.83139034;18.36627807;33.05930052;40.40581175
02112360;59.64042384;16.4795908;28.25072708;33.74392402
02118500;33.59037337;16.03176911;27.48303276;32.82695579
02125000;38.54467037;10.11797597;16.86329329;20.71776032
02128000;59.96542972;13.5405809;23.21242441;27.72595137
02137727;69.82905889;13.6778569;25.91593938;32.39492423
02140991;94.9673037;18.99346074;35.13790237;41.78561363
02143000;58.28886281;14.75667413;25.82417972;33.20251679
02143040;19.10389338;4.898434201;8.572259851;11.02147695
02149000;87.48005052;17.4960101;32.36761869;38.49122223
02152100;49.95803193;10.40792332;18.73426197;22.8974313
02177000;97.29243918;18.48556344;35.9982025;41.83574885
02178400;79.93064394;15.98612879;30.3736447;33.57087046
02193340;62.56942451;11.26249641;20.64791009;30.03332376
02196000;86.21269904;16.50881471;29.34900393;45.85781864
02198100;25.10510795;8.368369317;16.27182923;21.85074211
02202600;53.77777082;16.03898428;28.3040899;50.00389216
02212600;68.36708392;13.1209555;23.47960458;32.45710045
02215100;31.82012559;23.86509419;34.80326236;40.76953591
02216180;44.09970313;11.63742166;20.82485981;28.78730621
02221525;86.08207474;19.43788784;30.54525233;42.57823052
02231000;84.36388094;10.19783176;20.39566352;62.11406619
02245500;53.53703039;10.84294286;18.29746608;37.95030002
02246000;77.0219335;13.59210591;23.55965025;53.46228325
02296500;23.67043539;10.41499157;22.72361798;60.5963146
02297155;3.926397455;5.398796501;11.77919237;30.92037996
02297310;20.25940304;10.57012333;22.02109026;54.61230385
02298123;0.933666063;14.938657;27.07631581;51.35163344
02298608;0.788841518;8.677256702;18.93219644;51.27469869
02299950;1.94475699;6.482523301;14.90980359;42.78465379
02300700;8.026178426;4.939186724;7.717479256;18.21325104
02342933;78.29210806;15.17908218;25.56476998;39.14605403
02349900;2.105348916;13.15843072;18.94814024;20.52715193
02350900;54.47360716;16.90560222;30.05440395;46.96000617
02361000;52.27905718;18.06003794;31.36743431;45.625359
02363000;66.92145653;16.50118106;29.335433;45.83661406
02369800;79.48466286;15.25463227;24.08626147;40.9466445
02371500;78.18127071;17.16174235;30.50976418;47.67150653
02372250;77.88803067;18.49840728;31.15521227;47.70641879
02374500;95.99515121;19.39295984;31.02873575;46.54310362
02381600;6.022074003;1.324856281;2.228167381;2.469050341
02384540;11.2270906;3.742363532;6.1830354;6.508458316
02395120;56.77260053;13.60176888;21.2897252;24.24663148
02415000;66.73170512;14.98058686;24.5136876;28.5993022
02427250;84.828356;16.11738764;27.99335748;41.56589444
02430085;47.15137592;12.53391006;20.29299723;26.26152583
02450250;58.92233081;13.09385129;24.40217741;21.42630211
02464000;81.70916398;19.9733512;34.49942479;35.40730439
02464360;60.76731141;17.69174889;26.92222658;32.30667189
02465493;80.10855377;21.7578788;37.58179066;39.55977964
02469800;87.30085759;16.58716294;28.809283;41.03140306
02472000;93.7485176;22.22902995;33.8267847;41.5586212
02472500;93.74611064;19.73602329;34.53804076;44.40605241
02479155;85.32165074;14.50468062;28.15614474;42.66082537
02479300;88.37767877;16.23263488;30.66164365;43.28702633
02479560;95.6826063;18.74195381;32.55181451;48.33451246
02481000;93.83779814;19.15057105;32.55597078;44.04631341
02481510;91.79468794;19.32519746;32.85283569;44.44795416
03010655;86.966539;15.65397702;33.91695021;37.39561177
03011800;45.1057822;8.570098619;18.04231288;18.94442853
03015500;89.91750962;16.68572343;38.93335468;37.07938541
03021350;76.59756587;13.92683016;32.49593704;31.72222425
03026500;12.67786519;2.408794386;4.944367423;5.451482031
03028000;53.68426887;10.3030415;21.69061368;22.23287903
03049000;67.65579488;14.3271095;31.04207059;34.2258727
03049800;1.896278192;0.568883457;1.200976188;1.390604007
03050000;86.55759314;18.17709456;35.48861319;32.89188539
03069500;95.09685905;19.81184564;39.62369127;39.62369127
03070500;89.21615367;17.12229212;36.94810405;36.04693078
03076600;67.69043205;13.53808641;29.21376541;28.50123455
03078000;38.29791233;9.574478081;20.15679596;20.66071586
03140000;42.96015602;7.810937458;17.79157976;17.79157976
03144000;76.79974292;16.03511116;36.28998841;32.07022232
03170000;76.44788344;18.24324491;31.27413413;37.35521577
03173000;88.27256836;19.7204674;35.68465529;39.4409348
03180500;75.09035479;15.01807096;30.03614192;30.03614192
03182500;88.74319653;17.74863931;34.60984665;36.38471058
03186500;89.79525945;17.95905189;36.81605637;35.02015119
03237280;82.94831372;19.98754547;41.9738455;38.97571368
03237500;58.99227484;19.66409161;41.11582792;28.60231507
03238500;7.115894281;21.34768284;42.69536569;25.79511677
03241500;0.0;20.70531149;40.61426484;17.51987895
03280700;59.94912263;13.7882982;25.1786315;21.58168415
03281500;92.52821976;20.77164117;39.65495133;33.98995828
03285000;18.48356832;23.34766524;41.83123356;32.10303971
03291780;26.1500476;8.25790977;15.82766039;10.66646679
03338780;7.908118952;21.08831721;45.69135395;20.20963732
03340800;7.107698346;18.95386225;39.48721303;19.74360652
03346000;1.779355368;23.13161979;45.3735619;20.46258674
03364500;2.640514015;23.76462613;45.76890959;18.4835981
03366500;23.67518974;18.1509788;36.3019576;24.46436273
03384450;39.09432366;10.11853083;20.69699488;15.17779624
03439000;64.14495539;12.18754152;24.37508305;27.58233082
03455500;38.95208852;7.011375934;14.80179364;17.13891895
03456500;83.61690868;15.05104356;31.7744253;36.79143982
03460000;70.08673987;12.61561318;25.93209375;31.53903294
03463300;40.71846082;7.736507555;15.0658305;17.91612276
03471500;50.00418252;11.57991595;20.00167301;21.05439264
03473000;90.8719833;19.47256785;35.23607516;38.01787056
03479000;81.94414632;15.72665434;30.62559004;35.59190194
03488000;80.60924283;18.00844787;33.44426032;33.44426032
03498500;74.02061727;18.28744662;33.09157007;36.57489324
03500000;94.27251615;18.09270512;36.18541024;40.94664843
03500240;86.40149638;17.45484775;34.03695312;36.65518028
03504000;73.99803451;14.05962656;28.85923346;31.81915484
03574500;93.81859832;22.74390262;39.80182959;32.22052871
03592718;24.47222479;6.409392207;10.19676033;12.81878441
03604000;64.94594143;22.86828924;34.75979964;34.75979964
04015330;47.46222314;9.358748225;26.07079863;30.08169072
04024430;94.8115575;11.60957847;37.73113003;47.40577875
04027000;89.6485101;9.537075542;34.33347195;51.50020793
04040500;72.40232766;6.978537606;28.78646763;51.46671485
04043050;38.16561697;3.50948202;15.79266909;24.12768889
04045500;89.75764469;11.96768596;31.91382922;54.85189398
04057510;78.34813422;9.071889225;29.68981928;43.71001172
04057800;49.79246006;3.707949154;15.36150364;33.9012494
04059500;73.37420418;6.747053258;28.67497635;46.38599115
04063700;79.0835454;7.189413218;25.56235811;47.92942145
04074950;85.23934724;8.248969087;31.16277211;52.24347089
04105700;28.36470647;18.58377321;44.99229302;34.23326643
04115265;8.335709585;5.954078275;20.83927396;32.15202268
04122200;71.15713604;6.776870099;27.95458916;49.97941698
04122500;84.97946703;6.53688208;30.8167298;56.03041782
04127918;53.913322;6.384472343;21.99096029;41.85376314
04127997;59.16137308;8.963844406;32.26983986;49.30114423
04185000;3.891909432;20.43252452;45.72993583;31.13527546
04196800;0.924706631;23.11766578;47.16003819;22.19295915
04197100;2.339732513;17.93794927;39.77545272;19.49777094
04197170;0.0;16.80238547;34.27686636;16.13029005
04213000;83.11588036;15.58422757;38.0947785;33.7658264
04213075;44.90692342;8.453067938;22.71762008;20.6043531
04216418;60.18708783;12.18072016;29.37703097;30.09354392
04221000;76.65491094;14.16449441;32.49501659;36.66104436
04224775;71.60972643;13.08994999;30.79988234;33.10987351
04233000;24.20414937;6.531278402;15.36771389;16.52029243
04256000;66.30457392;4.018459025;21.43178147;41.5240766
04296000;76.74797448;7.674797448;28.39675056;40.67642648
05057200;0.0;16.95641445;35.79687495;42.39103613
05120500;0.0;18.43342357;33.95630658;44.62828864
05291000;1.9609666;17.6486994;37.25836539;43.14126519
05362000;83.68174118;14.26393316;40.88994171;39.93901284
05393500;51.18049836;6.930692486;21.32520765;25.05711899
05399500;5.405761059;12.61344247;39.64224777;37.84032742
05408000;60.82177101;16.05018957;37.16886006;31.25563233
05413500;7.651773685;18.70433567;39.95926258;25.50591228
05414000;10.2176938;18.73243863;41.72224968;24.69276002
05444000;0.0;23.87368676;51.56716339;20.05389688
05454000;3.971753809;24.82346131;51.63279952;22.8375844
05458000;0.0;22.57732301;49.85825499;20.69587943
05466500;1.938843796;23.26612556;50.40993871;23.26612556
05487980;4.580835508;20.15567624;45.80835508;26.56884595
05488200;1.586056402;16.65359222;38.85838185;23.79084603
05489000;11.50451987;17.69926133;41.59326413;29.2037812
05495000;16.36482241;20.00144961;43.63952643;27.27470402
05495500;2.715034009;23.53029475;45.25056682;21.72027207
05501000;13.22605997;22.67324566;47.23592845;23.61796423
05503800;4.441139558;17.0243683;39.97025602;17.0243683
05507600;0.722988384;18.07470961;39.04137276;15.18275607
05508805;7.69476058;23.08428174;49.0540987;24.04612681
05525500;16.89049916;24.83896935;51.66505626;22.85185181
05556500;0.0;23.73852574;51.2752156;18.99082059
05584500;1.983425014;25.78452518;50.57733785;22.80938766
05591550;1.764220174;21.17064208;45.86972451;21.17064208
05592050;0.817046086;19.60910606;42.48639646;19.60910606
05592575;9.986353515;11.48430654;25.46520146;12.98225957
05593575;1.69040868;22.82051718;43.95062568;17.74929114
05593900;2.405360163;21.64824147;42.49469621;15.2339477
05595730;5.46222232;24.58000044;47.3392601;19.11777812
06221400;42.11815471;10.10835713;30.32507139;43.8028809
06224000;58.94676127;10.25161066;30.75483197;43.56934529
06278300;29.79820896;3.274528457;12.11575529;17.35500082
06289000;63.54476607;9.531714911;28.59514473;41.30409795
06291500;31.55399903;10.75704513;26.53404464;34.4225444
06311000;27.87509911;5.099103496;13.25766909;15.63725072
06332515;31.22325502;8.613311729;19.91828337;25.3016032
06339100;0.0;12.84952774;30.83886658;41.97512396
06344600;0.0;12.75460647;28.69786456;38.26381942
06350000;0.983772109;16.72412585;36.39956802;45.253517
06352000;0.917222463;15.59278186;33.93723112;42.19223328
06404000;60.2549566;9.222697439;21.51962736;30.7423248
06406000;47.14515668;11.09297804;24.9592006;33.27893413
06409000;97.96553106;15.67448497;38.20655711;44.08448898
06431500;70.22322253;12.62439956;30.77197392;34.71709878
06440200;0.0;15.4475116;31.86049268;49.23894324
06447500;0.928127563;16.70629613;35.26884738;40.83761276
06470800;1.937455148;16.46836876;37.78037538;42.62401325
06477500;0.929482075;17.66015943;41.8266934;33.46135472
06479215;3.287335846;14.79301131;28.76418866;38.62619619
06601000;3.283480085;18.05914047;40.22263105;23.80523062
06614800;2.385378437;0.262391628;0.858736237;1.288104356
06622700;48.38821522;4.838821522;16.45199317;27.58128267
06623800;69.53327917;6.257995125;22.94598212;40.32930192
06746095;45.56652829;4.649645744;16.2737601;25.57305159
06803510;1.782740735;21.39288882;47.24262948;20.50151846
06803530;0.0;20.71961736;46.61913906;18.99298258
06814000;0.0;23.77764677;48.5063994;22.8265409
06847900;0.0;20.38859195;35.92275725;40.77718391
06853800;0.0;17.98640384;32.06271989;28.93464966
06876700;1.965916641;21.62508305;44.23312441;32.43762457
06878000;0.0;20.12108897;42.07136784;29.2670385
06879650;0.0;1.211016072;2.472491148;1.362393081
06885500;0.0;23.5704505;49.96935505;20.74199644
06888500;0.0;21.33825062;43.56559501;24.89462572
06889200;0.0;18.81733813;39.20278778;21.1695054
06889500;0.0;21.7733486;45.36114293;24.49501718
06892000;0.87985828;21.996457;45.75263055;20.23674044
06903400;0.0;22.82240301;50.60619798;25.79923819
06906800;34.23554126;21.94585978;44.76955395;21.06802539
06910800;0.0;23.32373107;47.61928427;27.21101959
06911900;0.0;20.31503996;43.27986774;24.731353
06917000;4.714397713;23.57198856;48.08685667;22.62910902
06918460;5.52238768;22.08955072;35.89551992;34.05472403
06919500;17.29487023;22.09900084;37.47221882;36.5113927
06921070;9.643216896;21.91640204;33.3129311;32.43627501
06921200;15.30794959;23.91867123;36.35638027;35.39963342
07057500;72.86018603;24.61492771;36.43009302;37.41469012
07060710;75.18416288;18.04419909;30.82550678;26.31445701
07066000;83.64761117;22.73032912;33.6408871;34.55010027
07083000;23.69622481;2.293183046;8.663135951;14.26869451
07142300;0.0;21.07123744;37.35355728;37.35355728
07145700;7.145282151;17.46624526;34.93249052;26.99328813
07167500;0.0;19.51672143;38.22024613;23.58270506
07180500;0.0;18.53225171;36.29232626;22.39313748
07184000;2.510017651;20.08014121;42.67030007;20.91681376
07195800;0.849061041;4.075492998;6.283051705;6.79248833
07196900;41.67986665;12.5610557;21.12541186;23.98019725
07197000;68.53488831;20.74082146;33.36566931;36.07099385
07208500;31.12111697;6.601449054;15.56055849;24.99119999
07261000;47.20891816;17.4847845;31.47261211;38.46652591
07263295;61.37470039;12.27494008;22.70863914;26.39112117
07291000;96.30818909;17.51057983;34.04834968;45.72206957
07299670;0.0;19.43245391;31.79856094;37.09832109
07301410;0.0;20.69574849;34.49291415;43.36252065
07315200;0.0;19.38410297;35.24382358;33.4816324
07315700;0.888348706;18.65532284;34.64559955;35.53394826
07335700;65.05671492;13.66191013;25.37211882;26.67325312
07340300;79.42395631;17.47327039;30.1811034;31.76958252
07346045;78.01172204;22.94462413;29.36911889;40.38253847
07359610;94.56840978;22.19462678;36.66938338;37.63436716
07362100;92.04657639;18.59526796;32.54171892;41.8393529
07362587;37.97547806;7.595095612;13.6711721;16.32945557
07375000;72.40589855;14.62745425;27.06079037;31.44902664
08013000;90.05342029;20.92150168;29.10817625;40.93337286
08014500;87.33620027;20.22522532;29.41850956;42.2891075
08023080;89.26000148;22.08494882;28.52639223;41.40927904
08050800;1.131502328;12.44652561;22.63004656;21.49854423
08066200;83.78893227;20.07443169;27.92964409;39.276062
08066300;90.30268621;18.9635641;32.50896704;38.83015507
08070000;79.4923153;17.84521364;27.57896653;35.69042728
08070200;92.05973357;20.6664708;31.93909124;41.3329416
08082700;0.0;18.98806125;33.66065404;34.52374773
08086212;3.552520898;21.31512539;33.74894853;33.74894853
08086290;5.508672367;16.5260171;29.11726823;32.26508101
08101000;11.69189383;28.2554101;37.99865496;30.20405907
08103900;23.89146664;15.74664847;21.17652725;17.3756121
08104900;75.93423209;27.25844229;39.91414764;30.17898968
08109700;0.963042367;21.18693206;37.5586523;37.5586523
08150800;37.35650777;27.52584783;38.33957376;33.42424379
08158700;49.68009829;21.39004232;27.60005461;20.01003959
08158810;23.30995648;8.0054396;8.947256024;6.592714965
08164300;5.319319259;23.93693666;31.91591555;32.80246876
08164600;5.377873039;19.71886781;32.26723823;37.64511127
08165300;60.20860178;24.79177721;32.76056274;30.10430089
08171300;64.69032107;27.18868567;38.43917629;28.12622655
08175000;11.21795309;28.97971215;33.65385927;30.849371
08176900;12.86995363;22.30791963;30.88788871;32.60388253
08178880;77.19055924;27.70943152;39.58490218;31.66792174
08189500;20.94788178;21.90005823;34.27835201;39.03923423
08190000;63.78769325;27.06144562;36.72624763;33.82680703
08190500;28.5858428;28.5858428;36.47159254;33.51443639
08194200;13.12083006;22.74277211;29.74054814;34.11415816
08195000;75.45790664;26.8074142;37.72895332;33.75748455
08196000;81.68328132;25.34998386;35.67775506;32.86109019
08198500;63.05057109;25.79341545;38.21246733;32.48059723
08200000;66.03192101;23.45870878;34.75364263;27.80291411
08202700;54.68021189;23.55455281;33.64936116;26.91948893
08267500;43.28543867;5.349885678;16.04965703;27.23578163
08269000;55.60511723;7.030532063;21.09159619;35.7917996
08271000;27.5886647;5.016120854;12.95831221;23.82657406
08324000;91.44683331;10.5885807;31.7657421;53.90550174
08377900;95.92750679;10.55202575;30.69680217;54.67867887
08378500;86.97465617;9.567212179;28.70163654;48.70580746
08380500;69.49882482;9.714889491;23.16627494;41.84875473
09035800;11.39548578;1.174792348;4.229252453;6.34387868
09035900;35.65867032;3.676151579;13.23414568;19.85121853
09047700;8.807725366;1.009218531;3.211149873;4.954345518
09065500;25.56459098;2.300813189;8.947606845;14.31617095
09066000;21.82278531;1.964050678;7.637974857;12.22075977
09066200;10.801577;0.97214193;3.78055195;6.04888312
09066300;62.32317289;6.232317289;22.43634224;34.27774509
09081600;91.6831338;11.83008178;37.46192564;50.27784757
09107000;89.53675462;8.855283424;33.45329293;56.08346168
09223000;78.30846286;8.157131548;28.54996042;44.86422351
09306242;27.86864878;5.649050429;12.80451431;19.20677146
09312600;65.81408655;14.2098596;29.16760654;32.15915593
09352900;62.50383187;6.793894769;23.09924221;38.04581071
09378170;18.5833071;11.76942783;22.29996852;28.49440422
09386900;52.00541792;10.40108358;20.80216717;29.97959386
09404450;88.43888314;15.9942661;33.87021057;45.16028075
09430600;51.0131523;11.40293993;21.00541565;27.00696298
09447800;41.59102265;19.85026081;34.02901853;40.64577214
09484600;38.26011947;20.08656272;32.52110155;43.0426344
09492400;68.08168937;12.93552098;25.19022507;29.95594332
09494000;96.47197996;19.68815918;35.43868652;43.31395019
09497980;87.92320198;15.98603672;30.19584715;41.74131811
09505350;92.85635252;19.89778982;34.11049684;40.74309345
09505800;93.41288727;20.22340858;34.66870043;41.40983663
09508300;66.7445416;20.91993095;35.86273877;42.83604909
09510200;47.5502512;16.68429867;27.5290928;39.20810187
09512280;37.10255869;15.09256625;21.38113551;26.41199093
09513780;36.23729722;10.27624847;17.84822102;25.42019358
10234500;75.80058431;12.63343072;28.63577629;42.95366444
10244950;11.87304897;4.190487872;8.380975744;10.70902456
10259000;21.92042506;11.31376777;20.50620409;38.89107672
10336645;48.27117221;10.16235204;23.71215477;49.96489755
10336660;16.84592127;3.017179929;7.291518161;14.33160466
10343500;47.80012284;6.759613331;15.45054476;26.07279428
11124500;88.00493655;13.8955163;26.86466484;51.87659418
11141280;23.91411879;4.517111328;8.237085362;13.81704641
11143000;74.74585264;15.10017225;26.42530144;33.97538756
11148900;69.90265709;12.85566107;24.90784333;42.58437731
11151300;29.32003226;17.76971652;31.09700391;39.98186217
11176400;61.93208976;12.23349921;22.93781102;41.28805984
11230500;51.19883615;10.23976723;26.99574997;54.92238787
11237500;67.70882696;7.599970373;18.65447273;42.83619665
11264500;77.86807955;11.97970455;27.95264394;58.90021402
11266500;79.08721052;11.03542472;25.74932436;55.17712362
11284400;81.86797323;12.52098414;27.93142616;55.86285232
11381500;73.76017031;14.75203406;32.27007451;45.17810432
11451100;62.03930916;12.15202963;24.30405926;27.50196179
11468500;78.702941;12.59247056;25.97197053;40.13849991
11473900;94.02116745;17.81453699;35.62907398;45.52603898
11475560;11.60536856;2.088966341;3.945825311;5.57057691
11476600;61.68879196;10.48709463;21.59107719;29.61062014
11478500;76.05397519;12.67566253;26.93578288;39.61144541
11480390;80.32960485;12.04944073;26.5087696;41.77139452
11481200;84.71581351;13.55453016;27.95621846;42.35790675
11482500;96.95641638;16.6490816;34.27752094;47.98852932
11522500;99.89019352;14.98352903;32.96376386;51.94290063
11523200;93.89784284;14.08467643;29.10833128;49.76585671
11528700;94.94891258;13.29284776;30.38365202;50.32292367
11532500;91.08865103;15.48507067;32.79191437;43.72255249
12010000;95.14207183;15.22273149;45.66819448;34.25114586
12013500;89.11905238;15.16920041;43.61145116;36.02685096
12020000;93.75663509;16.43157522;44.46190942;35.76284019
12025700;65.11637208;12.37211069;28.00003999;24.74422139
12035000;96.94038076;12.85943826;38.57831479;47.48100282
12040500;94.18851955;11.77356494;40.22634689;45.13199895
12041200;75.67365011;10.20318878;37.41169219;35.71116072
12048000;59.45170404;7.040333374;32.07262981;39.11296319
12054000;73.26767191;14.15398207;35.80124877;33.30348723
12056500;90.31645279;14.5671698;40.78807545;41.75922011
12073500;4.409742297;0.485071653;1.367020112;2.601747955
12082500;80.81282658;13.93324596;39.94197176;38.08420563
12092000;45.68550056;4.299811817;23.11148852;25.26139443
12114500;34.43880259;2.755104208;16.87501327;14.46429709
12115000;53.51775169;4.281420135;26.22369833;22.47745571
12117000;70.85477504;5.668382003;34.01029202;30.46755327
12143600;71.24080516;5.999225698;34.49554776;34.49554776
12144000;87.16472373;7.340187261;42.20607675;42.20607675
12145500;83.22112178;6.263955403;40.26828473;42.95283705
12147500;53.12190108;4.829263734;26.82924297;22.53656409
12167000;89.29260667;6.510919237;39.99564674;46.50656598
12175500;51.02299008;5.466748938;40.08949221;43.7339915
12178100;81.09152831;5.724107881;41.97679112;46.74688102
12186000;70.54382716;6.56221648;36.9124677;38.55302182
12189500;83.23857503;7.834218827;42.10892619;47.00531296
12375900;5.402388366;1.375153402;3.732559235;4.714811665
12377150;12.29566201;2.526505893;6.568915321;7.747951405
12381400;48.05391457;6.374498871;18.14280448;24.51730335
12383500;72.18221226;10.86613948;29.49380716;38.03148818
12390700;74.90323113;12.98322673;38.94968019;46.93935818
12411000;99.36136861;6.955295802;42.7253885;48.68707062
12447390;73.32008225;4.834291137;31.42289239;44.31433543
12451000;59.97408391;5.997408391;37.6979956;41.12508611
12488500;92.39863891;6.667943014;43.81791124;44.77047452
13011500;94.31528088;11.78941011;35.36823033;50.10499297
13011900;82.06310346;9.502043558;31.96141924;45.78257351
13018300;62.86148999;12.26565658;25.2979167;39.09678036
13023000;96.79793553;11.85280843;33.58295723;53.33763795
13161500;25.91506312;18.93793074;40.86606107;39.86932788
13235000;72.96264526;6.720243642;38.40139224;50.88184472
13240000;37.11253723;5.59230013;21.35241868;23.89437328
13313000;72.49593293;5.766721938;32.95269679;43.66232324
13331500;86.45286902;12.77144656;45.19127244;41.26159658
14020000;84.12039215;16.06794007;47.25864727;31.1907072
14096850;56.05628227;14.49731438;35.76004214;46.39140602
14137000;79.95034899;9.559280857;34.7610213;41.71322556
14138800;12.28447571;1.351292328;5.036635042;5.896548342
14138870;7.905571176;0.869612829;3.241284182;3.794674165
14138900;12.09151974;1.330067171;4.957523092;5.803929473
14139800;62.68539912;8.149101886;25.70101364;28.8352836
