basin_id,n_days,first_date,last_date,finite_prcp,finite_ep,finite_tmean,all_required_forcing_finite,finite_observation_days_not_used_by_synthetic_truth,area_km2,forcing_file_sha256
02481510,2555,1989-10-01,1996-09-28,True,True,True,True,2555,800.66,529281a5d8ed837dc309afc3f41d7a9b85a2325d28e53e01e5ebfd95f35a3f82
02118500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,400.53,cd9b765e29cb82b80f3bce93640d73f1442bbb4837a926b247f479caa10ef3c5
04057510,2555,1989-10-01,1996-09-28,True,True,True,True,2555,473.57,e92dba0f131600810770ddef916421fdedd77ef62cc67b756e0f8bd3031107e2
02112120,2555,1989-10-01,1996-09-28,True,True,True,True,2555,322.27,958db64d7e3ce7ca7c7912c48d508f698a484b6698f5e3cb9d4bbdde258a3810
04161580,2555,1989-10-01,1996-09-28,True,True,True,True,2555,64.31,87c0e53a5bb96a4bea4a2cd9215d339774cf611af259014e214b02f1a7bb4f65
01047000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,909.1,7b91caae7139501c15ea4f25c875e2c4e8ddba2dadfdebde7742d512620ada5d
02381600,2555,1989-10-01,1996-09-28,True,True,True,True,2555,10.32,3b5a4b287712af1d8e3ee21a5d2eb93853a23ed1281c3938926421a6b8ebc000
01022500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,573.6,b950202d89762059bde1cc4d7dcb923e9ea56d8f9e33373734462bb1bcb8d071
04127918,2555,1989-10-01,1996-09-28,True,True,True,True,2555,548.29,a4df77e3147903f7c934f3ebb9fae49d69d8afa62635b41087dfbc150a107d6a
12082500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,350.0,edfda6f5af0529f1f411db64ca2b1649137dde1c0b6f6c64a45db57c0d6b0d8a
06921070,2555,1989-10-01,1996-09-28,True,True,True,True,2555,712.59,e6289fc0a63388167509f8722b306d26d72bedabe0b35dae26a02107ea7d76a4
02140991,2555,1989-10-01,1996-09-28,True,True,True,True,2555,521.99,aa6dc43d3c5c57b73052681026cd3693c4605eab0f56de115e5519fa4c45a3a7
03180500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,345.06,6d208036d36103adec3b5901575ca59e3dd9a98b253433f377b65f0f1c6ff0c0
02102908,2555,1989-10-01,1996-09-28,True,True,True,True,2555,19.73,fa54728853683efa180a4c6267ffdc5222be1ce4dce157c9930ec6e993aba017
01078000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,222.46,cf597d97f8ed60a35141d15f60a3af4a25d3cf2bdfbba9f7fc872323383947a6
02065500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,252.58,512df79b52e0104ec61d7be04c744c413d423b53fde5fcc2b94dc236e6d0a275
02202600,2555,1989-10-01,1996-09-28,True,True,True,True,2555,590.47,95a18c19cdae001d13c037a35386d3fe8f1831eef2490732ee7bad3d58baf226
14187000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,134.75,1b5da8c608a556277b83c6fde635f07ac1cc0bd60cdd99fdee5095edfb2c2f56
02246000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,451.06,76e0a63ca2bf109b81055586198238c81ec0ba7669c610facf8180a01c1b98b3
02298608,2555,1989-10-01,1996-09-28,True,True,True,True,2555,312.34,504961e6275b11f686c84e584db728b7cbb11025bce4489efcb30c9f45676b72
05458000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,776.76,09f6adf4ac4f62ce21f229bb97173801a70e0424dcc4287ea324405f61c75575
02395120,2555,1989-10-01,1996-09-28,True,True,True,True,2555,84.01,4856206ee741fe83e1dd0ec3b521c5e5dbf9b5f05c3b56b36d22025ad049d28b
08198500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,624.35,3711e404d52e347212109d00b7cc8f751cec1e549e8397265d733fe778b07a88
02479155,2555,1989-10-01,1996-09-28,True,True,True,True,2555,137.28,55efd951e89fb300d8de53209ea731a9ffe45f85fd8c0fbcbfe7d4517cff8de9
02178400,2555,1989-10-01,1996-09-28,True,True,True,True,2555,151.28,0c2d3c2d1f6f8cbefe4c444c98e31c4c0dd7401ffbdd16cf908d82f4b79d07d8
01333000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,112.16,d606c731dc3f7dff671ad0c939d33beaafd5274e5a079299b76603a816f74082
04196800,2555,1989-10-01,1996-09-28,True,True,True,True,2555,608.07,387cac47879edb61457cc35475ccca6bba3253f3e73783a0c86eebb81f3c3c07
02111180,2555,1989-10-01,1996-09-28,True,True,True,True,2555,131.47,bf66a1edc65c6edb726a2f8942087b87dc6fc6b3ba7ca30dfabc928d547dc2ab
01510000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,382.99,a0399d02b1df16a00b6746b6bf2282f9e34b01cfb1f9ec8f13f1bc9633eb3efe
04296000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,302.19,056090fcfe3c8b060637a04a0e1c7d75518700a48c1a23715dbf5cd9d4671a80
08082700,2555,1989-10-01,1996-09-28,True,True,True,True,2555,276.04,ec4ce501dc5282122c8da9489dd8fe51cacbd13e416aa67e2b74350e175ccbcb
03049000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,357.15,81002a94c5bd3e7bdf0ba02455235ba60e41b7df5a22ff9f2190c5345d6b0e38
14316700,2555,1989-10-01,1996-09-28,True,True,True,True,2555,587.9,8feada6c01583155d52ef03c58118f8cfd954186909c9748bee5d841d0a79c00
01550000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,452.68,b38f40b86741aa0115c1e75527bbf7a4d59b3ad87e6c11771c2f770fc0c63f90
02082950,2555,1989-10-01,1996-09-28,True,True,True,True,2555,460.85,a86dd972a84ea5fdf59917b08ce14c393aeee651ca9834cb4fa06ba03b88de79
05488200,2555,1989-10-01,1996-09-28,True,True,True,True,2555,234.21,4cf380e8f8ebfcbb71369003a3632d22294044ba187d153e0ccdedf1ab4cca6c
01451800,2555,1989-10-01,1996-09-28,True,True,True,True,2555,135.84,9d0685cf3e347cf17c0a3d6aba19cf6744492e9d29ff2b699e413f4ab72fb483
02216180,2555,1989-10-01,1996-09-28,True,True,True,True,2555,129.11,664a1ac51a350065f5fa9ad3a816aa999fde0c834c4fc12f559f8a91951e662f
01440400,2555,1989-10-01,1996-09-28,True,True,True,True,2555,175.21,09e2cc8f372dfd8735a192e5349f24bbde3f8fa2888ec2a2bd9a27a5123ddd64
01634500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,263.98,ba04391e81de94c41031f89edb334212e4c896276c6e9f9bb7ba19e5f5d198f5
02051500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,1428.71,06bf90d496c41013d35e7055091f3fa5169e9519b201589130599d7f9ce5ffeb
07208500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,159.22,84262e87457311fbe474ed7eab74c628e143db09799c14abbfc8fea8fc5b41dc
01350000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,612.51,1e1f45e95694a5e695af23493e90cb4ce2b9c9538871ad544da297843979e0ac
03237280,2555,1989-10-01,1996-09-28,True,True,True,True,2555,32.95,c0cb87ab26e29571eed871073bf891e16085ba002f5b3534ee7a9a10a7d6809d
09508300,2555,1989-10-01,1996-09-28,True,True,True,True,2555,93.0,12655a94eefba1eb9eaa6c13fffe8318aa7de491b9a8cce807210d5783599de3
02349900,2555,1989-10-01,1996-09-28,True,True,True,True,2555,122.87,dd96221c6361dcfceac4839abba3ac82ff00a6682e0438b6c89679f86abd68cb
12048000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,405.01,1b475eb79f0fb69a89eb02ec4c5c4e53b81695d240da8f6114b8caa91e8157c1
01591400,2555,1989-10-01,1996-09-28,True,True,True,True,2555,59.09,51e8e1cb208be468ef0413107a1743f82f4bfdd7d8e6c650d46a623ffbc54329
06339100,2555,1989-10-01,1996-09-28,True,True,True,True,2555,529.14,6040ec0cc534f13af243b1c70b295073fbd805c68d32c798d451b4b015bc8968
12488500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,205.17,ca6c6c083f2ad0ebd6e6de83cde1e14a6cdb656bf7caddda28e4f06939a43e59
02196000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,1408.38,1c5a24b91519d09111d64a0c54e5261fb15af95d59b1ad11442f740303af4f97
05393500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,220.44,ddd9b970a3dc1c5fbb59a1263070803f87a74e93d977406c401eec7930f0b573
01644000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,859.17,f0dfaf01b4689ae2b801aea85447c94f254b0410c44ea2d8af733485b980ce66
13161500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,986.13,40bc32d7accb64b121ed05b2e7e0606e0607bba6be67b46f8578edba8c0304fe
05408000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,689.33,bad52f968f3eb2249f2a4abfd94ab8e6d084ee3259115529e341f37a4e2348e0
01073000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,31.3,77796ba7a870ea9445bd17fe140a795b0adab475262a0b2f30d04b6a7cd403ba
06892000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,1092.72,7619bdc9bd1748ada6a5e9b10395b7e7d24e8c4deb0b342bb9617bb398ba0584
11481200,2555,1989-10-01,1996-09-28,True,True,True,True,2555,105.4,9f226f9b55991fc2fcb979a506bd1f7f5312d25bcc402133a642bb054c322bc5
11148900,2555,1989-10-01,1996-09-28,True,True,True,True,2555,403.45,26dfcac1409b8f852862bcdd81b958e6ba0cee4f0a42808b0aeb459c2a1aa721
02212600,2555,1989-10-01,1996-09-28,True,True,True,True,2555,187.96,dcc99377fcbbde3712c95d3b80308093126541b4d22228adecac38f00e3aed94
03384450,2555,1989-10-01,1996-09-28,True,True,True,True,2555,111.13,021fc297a13029758afd8ed9951cd27f96ff089da2532cb00bd65ebda260ecaa
04213075,2555,1989-10-01,1996-09-28,True,True,True,True,2555,11.65,44c3f34714b08b97b8002f14eb72809ac9f73d220b51f635965e0c804002da2a
06910800,2555,1989-10-01,1996-09-28,True,True,True,True,2555,444.6,7350355a860ff169629dc71d0a7b8d9ac0f7269274c0688af9a00b7485f4ae95
08271000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,43.77,20141d2086ac79ffb9fc46705abb2e09fcd9416d1cc6a97fff27fa38bd55d77d
07196900,2555,1989-10-01,1996-09-28,True,True,True,True,2555,106.35,bd63877dafb3c20eafb7672a24a377ce451b9dd0511a821b5f9902efa1ce167c
08194200,2555,1989-10-01,1996-09-28,True,True,True,True,2555,1220.58,5a3563466d77c83505491b93c28971d3fb00708b0bfe88e404bcb46eed390661
13011500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,404.08,ecdb109e68ed7adb71421a3a232918cff487cfa50eb0d3dc79251d395fee8eb2
13023000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,1161.93,bfc4a2be8fba0c5b7c2f2fd342fa4801185d7343f54d10bff3a6ef5bc60914ae
04059500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,1184.37,47cc1bec86f81d0134217a47ac85c7a5b4e997a57e297717ea151a5a36198b62
11264500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,467.98,b0d0d68d7098cf54d25101e419cab5e0f28c2b1a969ac56a94c88c8d2ec06eb9
06847900,2555,1989-10-01,1996-09-28,True,True,True,True,2555,1536.19,d69cbf0add1511c07cdf726ef16569eb56a2a0d10b0b7ffa8713a74d8272134b
09512280,2555,1989-10-01,1996-09-28,True,True,True,True,2555,188.71,4811f9ad2d0954a21ca5823c3306b0d79443baca735c56f7495e7b24c5936375
09066000,2555,1989-10-01,1996-09-28,True,True,True,True,2555,32.41,6c9df03ff7481fffc661f4d7b8cf7956fbdd74203c95a255558790dc6a9a8fe8
14096850,2555,1989-10-01,1996-09-28,True,True,True,True,2555,374.62,020314564a658997c3154a2d88683c393ab5358d37263539322238dd547c9f3e
06278300,2555,1989-10-01,1996-09-28,True,True,True,True,2555,58.85,1accd77eabf5f2f18460d3e26c94aa6e312c38c5727003419d10aa5267c0609d
07299670,2555,1989-10-01,1996-09-28,True,True,True,True,2555,828.36,6241ce63cda47501a70c326a0199704582e0516a53f081a517e3790ef53345bc
08050800,2555,1989-10-01,1996-09-28,True,True,True,True,2555,100.93,cb555b82ec52ce5757cbecf19f769aa9ed4ad19db1bae79d1cc3d15002dea148
10343500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,27.6,1c9ec2c1eb9f84b19cf0b9196ff0ef5a149cca254c1596add97e9326234c1b9c
11124500,2555,1989-10-01,1996-09-28,True,True,True,True,2555,191.52,983248f90c09e997273a874942d32afd1ee936d53a64f95076b84f8504d02992
